Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,SegmentedTotalIntracranialVol
sub-NDARJA737FAJ,3413.0,581.7,10932.5,62852.3,7032.4,3727.5,5476.4,1815.1,781.4,1773.5,16926.3,4303.1,1845.2,236262.5,712.9,3804.6,0.0,0.0,8003.9,734.8,11101.3,62337.2,7144.3,3669.2,5595.2,1764.1,3737.8,1578.6,727.7,3624.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,715.5,302.3,458.0,493.9,621.5,1435650.0,1174931.0,282958.371537,282138.105648,565096.477185,211232.0,212100.0,423332.0,58137.0,750648.477185,1286986.0,1026267.0,1535501.0,0.907819,0.970959,11.0,15.0,26.0,1581427.485449,1517462.5
sub-NDARJA788CH7,8024.4,574.3,14326.3,65008.5,7473.7,4265.1,5645.7,1643.3,652.8,1863.9,20850.4,4202.3,1921.4,313975.0,643.7,4135.0,0.0,0.0,8573.6,444.9,14404.2,62637.5,6978.5,4320.3,5437.7,1621.9,4379.9,1737.5,666.1,4342.4,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1007.5,579.2,773.0,471.6,1029.8,1493788.0,1152379.0,265803.237967,263155.944453,528959.182419,208299.5,205289.5,413589.0,61269.0,721478.182419,1334602.0,993193.0,1589804.0,0.944362,1.005063,5.0,11.0,16.0,1581795.165481,1575156.2
sub-NDARJA959GNZ,5566.2,491.1,13667.4,66213.8,7664.2,4362.7,6156.7,1874.9,943.9,1712.0,21471.4,4369.1,1835.7,283204.5,635.8,4534.6,0.0,0.0,5750.5,400.8,13690.0,64419.3,7554.1,4764.7,6103.8,1840.8,4277.4,1868.7,708.8,4418.7,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,736.4,407.2,629.8,574.2,692.3,1514700.0,1206969.0,287289.038399,289381.236576,576670.274975,208030.0,209781.0,417811.0,64653.0,774686.274975,1354765.0,1047034.0,1602785.0,0.921907,0.975519,14.0,23.0,37.0,1643007.780402,1601059.2
sub-NDARJB233RL7,5678.3,714.1,15212.1,64521.4,8185.3,3824.3,6758.0,1966.5,936.9,1655.2,18881.9,4301.6,1718.5,251610.1,580.9,4220.0,0.0,0.0,4298.5,873.1,15407.4,60883.2,8270.4,3972.3,6678.6,1901.2,4566.5,1850.1,573.2,4206.7,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,882.5,512.7,838.6,848.4,678.6,1474646.0,1200944.0,272356.465186,276523.280736,548879.745922,231980.0,227448.0,459428.0,65754.0,743004.745922,1316363.0,1042661.0,1550516.0,0.916789,0.963957,21.0,28.0,49.0,1608490.581919,1544653.2
sub-NDARJB236XDY,6898.9,512.3,14520.6,63795.1,7884.2,4868.1,6300.9,2119.3,825.2,3285.6,20831.0,4490.7,1951.4,246538.0,680.4,4203.9,0.0,0.0,5463.4,692.4,14268.1,61156.1,7351.7,4945.3,6002.8,2027.3,4442.0,1992.6,725.2,4317.2,0.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,1006.4,626.6,932.5,1082.3,1075.0,1482259.0,1217960.0,280405.701067,278710.489314,559116.190381,234562.0,234642.0,469204.0,66433.0,752903.190381,1327395.0,1063096.0,1601626.0,0.892151,0.963996,37.0,26.0,63.0,1661444.931016,1560473.8
sub-NDARJB355YHK,4561.1,499.5,9661.0,45000.9,6562.3,3522.0,5321.4,1471.8,663.1,1631.3,14695.6,3691.4,1512.1,219747.5,603.9,3231.4,0.0,0.0,3932.7,473.5,9815.8,44267.5,6631.7,3593.2,5444.4,1468.5,3919.4,1668.0,567.1,3218.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,489.9,248.7,623.9,529.9,672.3,1187373.0,946038.0,250519.456975,249275.627089,499795.084064,152037.5,152295.5,304333.0,54515.0,646547.084064,1076508.0,835173.0,1243392.0,0.933412,0.977449,27.0,14.0,41.0,1272077.999097,1250952.2
sub-NDARJB366HYJ,4620.0,471.7,15026.3,54526.2,8206.1,3759.4,5956.7,1744.4,813.5,3015.8,18380.4,3786.9,1271.3,291527.7,555.2,3636.0,0.0,0.0,4730.9,484.9,14570.2,55490.2,8050.0,3830.4,5678.0,1548.7,4249.6,1762.3,610.9,3721.7,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,701.5,420.6,719.7,762.4,781.4,1458421.0,1150460.0,264363.342563,271417.200813,535780.543375,221649.5,221991.5,443641.0,60270.0,708490.543375,1317263.0,1009302.0,1601030.0,0.887981,0.97481,65.0,66.0,131.0,1642401.601412,1563793.1
sub-NDARJB501MJL,5003.8,713.6,20361.9,70782.7,8050.4,4396.4,5818.1,1895.4,993.0,2092.0,27644.0,4271.5,1865.4,302757.6,628.9,4772.8,0.0,0.0,6203.7,642.9,19860.3,70829.9,7852.7,4462.4,5761.6,1877.4,4509.2,1936.0,614.2,4796.6,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,824.0,584.6,950.1,714.3,825.2,1494936.0,1176132.0,220459.008353,237728.705058,458187.713411,244724.5,245176.5,489901.0,66033.0,670290.713411,1310711.0,991907.0,1687453.0,0.869204,0.98114,11.0,15.0,26.0,1719890.345668,1667074.1
sub-NDARJB548ML8,7054.8,816.9,15130.4,58346.3,7370.6,4139.5,6002.5,1875.4,1170.7,2659.5,18294.2,3705.4,1710.1,275653.2,754.4,3725.8,0.0,0.0,4515.4,496.8,14310.3,58778.1,7335.9,4190.6,5931.5,1803.4,4632.4,1813.3,747.0,3749.9,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,701.2,387.9,642.4,328.2,810.5,1457287.0,1160004.0,282246.965701,283903.320857,566150.286558,203939.0,203840.0,407779.0,61907.0,747862.286558,1309202.0,1011919.0,1560511.0,0.918363,0.983413,14.0,10.0,24.0,1586831.408976,1548803.8
sub-NDARJB586KG6,5459.2,462.3,11500.0,54560.4,7096.9,4127.9,6004.6,1833.0,856.0,2603.4,15616.9,4344.4,1661.3,266655.1,692.8,3431.6,0.0,0.0,6317.2,426.3,11617.3,53195.6,6915.9,4271.1,6064.4,1794.4,4255.3,1700.2,749.2,3555.4,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,725.8,424.6,664.3,750.5,725.1,1427261.0,1139481.0,290807.290114,292020.131029,582827.421143,192591.0,193729.0,386320.0,60695.0,754061.421143,1294616.0,1006836.0,1523269.0,0.910346,0.971583,20.0,17.0,37.0,1567821.972176,1531097.9
sub-NDARJC010YYF,3625.9,362.8,9493.5,49548.5,5134.6,3767.0,5584.7,1372.5,511.0,1501.6,15637.1,3673.0,1620.9,236993.8,678.6,3190.5,0.0,0.0,3755.6,474.2,9521.0,48274.4,5282.0,4026.2,5324.9,1457.1,3731.9,1614.1,676.8,3064.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,837.2,399.8,415.1,342.4,695.8,1208318.0,951662.0,227515.122105,229935.506689,457450.628795,166177.0,166662.0,332839.0,51601.0,609364.628795,1089563.0,832907.0,1316688.0,0.942057,1.026547,12.0,10.0,22.0,1282637.636306,1280088.8
sub-NDARJC294YNX,8686.8,723.9,15855.6,58883.6,6766.3,4324.1,6353.6,1733.1,832.3,2177.1,22744.1,4488.8,1949.3,355294.2,825.9,4202.4,0.0,0.0,6142.6,601.4,16453.7,59476.2,6110.1,4440.5,6259.3,1792.6,4662.4,1838.2,928.0,4335.8,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,966.2,607.1,933.0,813.2,84.9,1624203.19362,1266462.150974,302020.071213,300509.232191,602529.303404,225468.026878,223604.026656,449072.053534,63007.007511,787890.325501,1470765.175329,1113024.132683,1703841.203114,0.958179,1.005161,11.0,7.0,18.0,1695093.448182,1639520.1
sub-NDARJC355HGV,3761.5,619.3,12493.7,52180.1,7284.8,4534.0,5696.2,1838.4,662.4,1780.4,19656.0,3450.1,1632.5,265560.5,567.0,3837.8,0.0,0.0,3896.4,493.3,11887.3,50421.8,7272.0,4542.6,5720.8,1770.9,3618.4,1636.3,605.1,4001.5,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1139.3,619.2,684.7,596.7,959.9,1354771.0,1073026.0,253812.13526,252722.852993,506534.988252,198021.0,198740.0,396761.0,60575.0,673000.988252,1225593.0,943848.0,1409145.0,0.927254,0.96447,14.0,13.0,27.0,1461056.988325,1419541.4
sub-NDARJC399UW7,5277.3,313.0,8600.5,44226.6,6354.6,3792.8,4661.2,1627.3,583.3,1264.4,13465.3,3354.6,1445.3,180761.7,659.6,3363.7,0.0,0.0,4864.3,273.9,8739.9,43476.2,6320.1,3824.2,4770.8,1627.5,3272.9,1410.7,696.7,3381.5,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,702.2,460.9,431.5,532.3,681.3,1213651.0,1007420.0,255597.853252,255539.223891,511137.077142,178110.5,178342.5,356453.0,52232.0,653251.077142,1107169.0,900938.0,1320742.0,0.908135,0.988267,4.0,13.0,17.0,1336421.759134,1277885.2
sub-NDARJC514CE0,5920.6,471.9,11406.0,56679.7,7516.9,4324.0,5717.3,1831.0,987.2,1987.1,18629.4,4196.5,1658.6,270586.0,740.5,3783.3,0.0,0.0,6926.8,408.4,11511.3,57987.2,7069.4,4554.1,5540.2,1790.6,4348.4,1722.0,736.9,4006.8,0.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,713.9,332.6,512.1,590.2,604.6,1459202.0,1166027.0,297344.375692,296293.903932,593638.279624,198374.5,196259.5,394634.0,61020.0,772241.279624,1319399.0,1026224.0,1536085.0,0.913217,0.961332,11.0,14.0,25.0,1597870.793653,1518925.5
sub-NDARJC559WW5,7727.4,867.3,14820.1,69675.5,8399.3,4780.7,6684.9,1835.2,909.2,2308.3,19968.8,4397.4,1792.8,298207.7,631.8,4365.6,0.0,0.0,7215.8,709.0,14909.4,68482.5,8307.3,4641.2,6588.6,1717.3,4990.5,1910.1,618.8,4391.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,905.4,566.7,629.4,626.4,959.6,1557174.0,1233921.0,295910.816813,295728.618137,591639.43495,212216.0,213951.0,426167.0,68171.0,800954.43495,1387222.0,1063969.0,1702749.0,0.92241,1.008643,6.0,9.0,15.0,1688159.019796,1626553.5
sub-NDARJD111BGM,5988.4,462.0,15273.4,59839.5,7912.3,4034.5,6009.5,1987.7,869.7,2023.6,20660.0,4363.3,1663.3,265233.9,689.4,4188.5,0.0,0.0,5631.9,457.5,15856.2,60837.0,7975.5,4167.6,5883.8,1897.4,4498.5,1837.8,636.2,4397.4,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,893.6,527.8,758.2,417.5,1108.9,1496803.0,1208440.0,278022.616196,274805.805678,552828.421874,233283.5,231213.5,464497.0,64790.0,742038.421874,1341939.0,1053576.0,1562719.0,0.919673,0.960174,9.0,6.0,15.0,1627537.685616,1555194.0
sub-NDARJD235KZA,3167.2,393.5,11684.8,47452.9,7393.0,4135.4,5848.2,1785.3,581.1,1710.7,15624.5,4073.4,1562.9,270312.9,606.4,3701.1,0.0,0.0,4385.0,422.3,12323.9,44738.6,6861.1,4322.4,5556.0,1776.8,3801.8,1513.6,544.9,3737.9,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,946.3,369.2,702.2,714.0,792.6,1332922.0,1046993.0,252787.24185,252252.283547,505039.525397,197480.0,194549.0,392029.0,58882.0,658357.525397,1215148.0,929219.0,1461819.0,0.900014,0.987048,65.0,42.0,107.0,1481001.078218,1414805.0
sub-NDARJD704KEM,5253.9,443.9,11583.3,63856.2,7483.2,4110.7,6493.1,1917.1,579.3,3905.5,17004.0,4695.6,1620.8,279097.3,768.3,3922.5,0.0,0.0,4848.8,474.9,11424.9,64179.9,7728.0,4249.9,6659.5,1941.8,4573.2,1558.8,749.0,3908.2,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,734.2,369.2,485.7,418.8,882.5,1460619.0,1158742.0,289936.339517,288503.982842,578440.322359,194872.0,194363.0,389235.0,63923.0,771812.322359,1308833.0,1006956.0,1593680.0,0.91369,0.996927,24.0,21.0,45.0,1598593.242477,1546480.6
sub-NDARJE254CVV,2740.8,444.8,12751.8,52944.8,7001.1,4051.7,5552.5,1788.3,684.0,1654.6,18722.0,3438.3,1443.7,221186.7,593.8,3682.7,0.0,0.0,2816.3,340.9,12256.9,53027.3,6507.6,3950.3,5377.6,1672.4,3400.2,1421.8,676.4,3785.6,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,673.6,358.0,582.4,515.9,606.7,1204381.0,969280.0,231139.112255,231991.626156,463130.738411,167071.0,168805.0,335876.0,56078.0,627793.738411,1071501.0,836400.0,1272400.0,0.921967,0.974037,6.0,8.0,14.0,1306316.36751,1284570.4
sub-NDARJE271DMC,5607.2,455.5,14415.5,57457.9,7532.7,4280.1,6084.4,2124.1,731.2,1592.2,19504.2,4041.9,1662.4,260235.9,655.1,4071.4,0.0,0.0,7643.0,481.0,14496.1,58836.2,7437.6,4430.1,6032.3,2043.7,4170.9,1758.2,674.0,4166.1,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,941.8,522.0,795.9,828.6,893.2,1483796.0,1201449.0,274650.106702,273003.872516,547653.979218,230224.0,233257.0,463481.0,63571.0,730458.979218,1336780.0,1054433.0,1594135.0,0.90734,0.974812,5.0,2.0,7.0,1635325.00026,1559609.5
sub-NDARJE686DJL,3204.1,558.8,12332.9,56668.3,7216.9,4320.6,5626.6,1955.8,514.0,1711.8,16901.8,4064.0,1645.3,233435.8,698.3,3545.2,0.0,0.0,3108.5,535.1,11499.2,52124.8,7226.3,4347.1,5483.9,1848.3,4052.1,1725.8,696.7,3504.8,0.0,0.0,0.0,133.2,0.0,0.0,0.0,0.0,0.0,0.0,672.3,362.2,695.1,497.7,641.9,1251853.0,998168.0,238184.304014,235898.410318,474082.714333,175950.0,177004.0,352954.0,59694.0,645138.714333,1117537.0,863852.0,1332222.0,0.909545,0.967938,23.0,17.0,40.0,1376350.804427,1347628.4
sub-NDARJF156KMU,4665.5,460.6,13561.9,56268.3,7495.9,3671.1,5760.2,1668.7,705.8,1786.9,18759.2,4299.9,1595.7,258806.5,544.7,3752.8,0.0,0.0,4966.2,517.8,13454.7,54851.5,7221.6,3750.6,5641.1,1633.8,4206.3,1652.6,594.3,3746.6,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,895.6,597.1,792.9,778.5,962.1,1383737.0,1108698.0,251497.413983,252505.541212,504002.955195,213485.5,212291.5,425777.0,59702.0,677695.955195,1243964.0,968925.0,1488545.0,0.901278,0.969543,10.0,5.0,15.0,1535306.067414,1473986.4
sub-NDARJF322BN4,4693.1,428.9,14496.7,56343.0,7526.1,4556.1,5973.8,1968.0,674.8,1666.9,19457.2,3959.8,1612.4,242035.8,737.8,3846.1,0.0,0.0,3700.4,537.9,14708.7,56025.7,7106.7,4790.0,5768.0,1906.7,4022.5,1745.3,654.1,3815.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,883.8,509.3,739.0,487.7,1010.5,1330157.0,1067608.0,237280.025599,238647.704722,475927.730321,201228.0,199867.0,401095.0,62152.0,653822.730321,1186143.0,923594.0,1429724.0,0.917198,0.985854,21.0,21.0,42.0,1450239.752211,1403972.2
sub-NDARJF399BC6,4285.8,314.7,14491.5,43508.8,6817.6,3627.8,4745.8,1610.6,558.9,1520.8,19400.2,3974.9,1410.9,282354.8,477.1,4042.3,0.0,0.0,4454.8,384.9,14665.3,41659.3,6634.1,3830.7,4974.9,1667.4,4009.4,1441.6,504.7,3855.9,0.0,0.0,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,887.3,447.4,673.6,828.0,802.8,1282471.0,978815.0,208505.049505,209904.927296,418409.976801,203247.0,201709.0,404956.0,55696.0,562814.976801,1165867.0,862211.0,1371720.0,0.940112,1.005536,5.0,5.0,10.0,1364167.642282,1349518.2
sub-NDARJF479TBL,5422.4,584.9,15866.1,62147.3,8026.4,4303.0,6869.8,2035.3,811.1,1974.6,21082.9,5062.4,1956.6,268993.2,777.7,4260.3,0.0,0.0,5312.7,569.0,16555.3,60792.3,8242.3,4409.3,6918.1,2087.0,5258.9,1944.2,761.6,4477.7,0.0,0.0,0.0,433.3,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,571.6,962.5,838.0,1018.0,1605814.0,1319114.0,302530.90193,300185.559334,602716.461264,257293.0,259399.0,516692.0,70152.0,798877.461264,1448378.0,1161678.0,1722241.0,0.900554,0.965848,6.0,9.0,15.0,1783139.306853,1688338.2
sub-NDARJF517HC8,2912.6,424.7,11692.4,61282.8,7854.7,4807.2,6476.7,1862.2,550.2,1645.8,20449.0,4141.9,1994.0,211850.6,705.0,4342.9,0.0,0.0,2970.1,436.4,11438.3,61275.0,7607.5,5074.4,6271.2,1737.3,4163.1,1952.6,680.6,4321.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,981.5,546.4,823.0,800.7,883.2,1430973.0,1199338.0,283212.472841,285756.103242,568968.576083,221296.5,222061.5,443358.0,65448.0,758935.576083,1284155.0,1052520.0,1565135.0,0.885891,0.968948,18.0,12.0,30.0,1615293.089903,1513963.8
sub-NDARJF579EH9,4464.2,456.4,15378.5,59948.2,7189.9,4010.8,5783.6,1657.1,606.6,1814.3,20135.2,3972.3,1590.5,310894.4,744.7,4278.0,0.0,0.0,4144.3,468.4,14916.5,58675.0,7485.3,4273.5,5612.2,1547.9,4220.8,1653.5,674.6,4292.2,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,576.9,282.3,514.3,421.8,104.5,1512585.180314,1189142.141757,264029.312187,259069.178328,523098.490515,228908.027288,226039.026946,454947.054234,60903.00726,706766.51241,1360687.162207,1037244.123649,1495222.178244,0.956894,0.94591,11.0,4.0,15.0,1580723.217465,1526205.5
sub-NDARJF755DT9,4083.1,489.3,13405.0,54021.1,7648.0,4162.6,5508.3,1701.2,601.2,1755.3,18472.9,4811.4,1469.8,302359.1,559.3,4154.0,0.0,0.0,4190.5,654.4,13442.7,54293.5,7580.9,4704.7,5279.7,1602.0,4996.3,1716.1,594.8,4250.8,0.0,0.0,0.0,169.7,0.0,0.0,0.0,0.0,0.0,0.0,780.4,427.8,760.1,639.4,838.4,1463173.0,1145021.0,252972.864048,256779.44557,509752.309618,231407.0,231071.0,462478.0,62555.0,683455.309618,1326172.0,1008020.0,1646223.0,0.881121,0.991354,66.0,54.0,120.0,1660580.871257,1603520.8
sub-NDARJG086ZMJ,5388.0,604.1,15846.9,67169.8,7539.8,4739.8,7090.4,1966.8,918.9,2713.0,20269.4,4361.0,1982.8,265469.2,782.0,4038.2,0.0,0.0,6899.6,554.1,15703.2,65900.4,7355.0,4992.3,6962.5,1931.6,4752.2,1990.7,726.6,4265.3,0.0,0.0,0.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,828.1,609.8,822.3,738.6,727.0,1545852.0,1259721.0,297531.520941,303304.557388,600836.078329,223145.5,227320.5,450466.0,67753.0,804583.078329,1379691.0,1093560.0,1652925.0,0.911862,0.975021,21.0,19.0,40.0,1695270.524157,1634598.9
sub-NDARJG298YVA,4891.6,676.9,15614.1,59274.1,8487.4,3931.5,6254.1,1920.3,648.3,2308.6,22162.3,4717.9,2182.5,267287.3,658.5,4255.9,0.0,0.0,7289.1,445.9,15643.9,58105.2,8430.4,4107.8,6321.3,1791.9,4732.7,2055.6,728.4,4248.7,0.0,0.0,0.0,488.8,0.0,0.0,0.0,0.0,0.0,0.0,1102.2,511.7,818.8,1014.6,1130.7,1514293.0,1225537.0,271673.633404,272539.279359,544212.912763,249158.0,248706.0,497864.0,67223.0,732049.912763,1363549.0,1074793.0,1617033.0,0.913758,0.975753,15.0,21.0,36.0,1657215.104304,1592598.2
sub-NDARJG359XAQ,3531.1,603.1,12886.6,54077.1,8117.4,4508.6,6331.6,1931.7,701.4,1821.8,21720.4,4867.5,2215.7,240251.2,748.9,4691.4,0.0,0.0,3335.9,645.6,12155.8,54620.5,8463.2,4561.0,6214.5,1886.3,5243.0,2313.0,729.5,4586.2,0.0,0.0,0.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,204.1,331.3,514.4,429.0,386.9,1482380.0,1228010.0,276718.687348,281088.894544,557807.581891,243143.5,246714.5,489858.0,69842.0,739272.581891,1346599.0,1092229.0,1615588.0,0.872403,0.950798,16.0,21.0,37.0,1699190.948008,1585561.9
sub-NDARJG488XHT,6169.0,643.2,11555.9,46147.6,6111.0,3610.6,5017.4,1508.1,729.2,1943.7,16095.3,2955.2,1187.5,260148.2,556.7,3632.9,0.0,0.0,5419.2,474.7,12518.2,46709.6,6124.4,3572.0,5086.6,1490.3,3209.6,1157.9,638.2,3919.7,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,732.6,540.9,732.2,294.2,975.6,1139334.0,863828.0,183411.923046,175669.114191,359081.037237,172743.5,175876.5,348620.0,51431.0,505708.037237,1020955.0,745449.0,1393428.0,0.786169,0.9615,70.0,58.0,128.0,1449222.709685,1385472.0
sub-NDARJG494YDY,4237.1,599.1,11954.1,50001.3,8160.8,3783.1,5836.3,1703.4,633.7,2024.7,19597.2,3876.9,1876.8,259502.1,693.0,3825.8,0.0,0.0,4362.0,557.6,12269.4,49910.3,7691.8,4005.9,5380.8,1636.2,4047.9,2010.1,641.6,4016.9,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,475.3,775.1,744.5,692.8,1425244.0,1147120.0,259116.230765,262594.824172,521711.054937,233733.0,236526.0,470259.0,61447.0,685865.054937,1299072.0,1020948.0,1512010.0,0.899253,0.953998,21.0,18.0,39.0,1584919.215501,1496554.4
sub-NDARJG687YYX,6598.9,540.3,15584.3,50896.8,8516.3,3973.8,5934.4,1832.9,1175.3,2175.6,20903.0,4277.1,1671.7,272678.0,609.7,4173.9,0.0,0.0,6025.9,742.9,14826.9,52142.1,8252.0,4201.1,5502.8,1732.3,4637.5,1608.4,535.6,4207.6,0.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,912.8,475.0,738.9,480.2,1148.3,1395630.0,1102467.0,252034.82668,249762.457194,501797.283874,211580.5,210266.5,421847.0,63788.0,671201.283874,1260602.0,967439.0,1468790.0,0.911517,0.959299,26.0,17.0,43.0,1531107.630219,1480298.8
sub-NDARJG738WY6,6299.2,682.4,14256.1,56799.4,7008.8,4222.6,5460.0,1686.2,1165.7,1928.3,17864.1,3883.9,1576.6,272054.9,605.1,3748.6,0.0,0.0,5708.3,976.4,13706.4,55935.0,6709.6,4253.3,5379.4,1592.9,3921.7,1739.6,596.1,3845.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,480.6,521.6,468.3,741.8,1381568.0,1089569.0,262871.744235,263226.063256,526097.807491,193144.0,194626.0,387770.0,58446.0,700836.807491,1238361.0,946362.0,1502172.0,0.909851,0.989276,21.0,11.0,32.0,1518455.226145,1474108.5
sub-NDARJG740PM8,9806.5,408.0,17595.6,59032.8,7198.9,4182.5,5522.9,1896.0,705.0,2056.7,19498.7,4052.0,1599.4,260934.2,586.2,4077.0,0.0,0.0,7904.5,361.9,16993.1,55856.8,7043.7,4269.5,5349.7,1742.3,4408.1,1707.1,648.4,4002.3,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,917.1,506.6,727.7,455.5,1289.7,1355708.0,1066584.0,233700.038532,232942.537564,466642.576096,198313.5,201375.5,399689.0,60765.0,646224.576096,1203427.0,914303.0,1442757.0,0.938439,0.998696,18.0,9.0,27.0,1444641.266367,1409162.9
sub-NDARJG821GH3,5772.5,379.1,12518.8,53252.2,6919.8,4301.6,5541.3,1709.8,782.0,2391.2,14516.3,3767.3,1414.3,282098.0,567.9,3343.4,0.0,0.0,6025.4,456.7,12998.1,52431.8,6732.6,4571.8,5315.1,1716.2,3733.6,1442.2,557.5,3251.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.6,456.5,596.4,430.7,1041.6,1307212.0,1005876.0,230328.385462,232024.350688,462352.73615,181717.5,184284.5,366002.0,56813.0,628040.73615,1173646.0,872310.0,1408132.0,0.901252,0.970831,30.0,35.0,65.0,1450439.907677,1430816.2
sub-NDARJH065GKG,3425.5,646.9,11077.1,52257.4,6498.2,3584.7,5133.4,1568.2,632.2,1373.5,13862.6,4376.6,1424.8,227674.7,583.1,3134.3,0.0,0.0,3139.4,552.5,11126.4,50435.6,6675.4,3495.1,5198.0,1591.4,4298.1,1326.8,578.5,3093.1,0.0,0.0,0.0,124.2,0.0,0.0,0.0,0.0,0.0,0.0,243.1,446.2,507.4,453.6,441.0,1238536.0,991492.0,260523.916298,259204.119543,519728.035841,158992.5,163216.5,322209.0,54477.0,679252.035841,1112196.0,865152.0,1309843.0,0.919548,0.97249,40.0,24.0,64.0,1346896.471001,1307024.2
sub-NDARJH159UD4,4301.1,577.6,14586.3,64291.3,7389.4,3570.9,6032.4,1818.5,658.1,1603.6,18254.6,3817.7,1727.7,275747.4,793.6,3812.1,0.0,0.0,6285.8,489.0,14175.8,67582.2,7211.1,3602.5,5981.2,1684.5,3994.8,1689.8,744.6,3889.2,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,805.6,465.7,499.5,438.3,813.1,1507810.0,1212712.0,287994.497929,287323.195459,575317.693388,219554.5,220355.5,439910.0,60094.0,771204.693388,1344612.0,1049514.0,1560891.0,0.920075,0.952465,10.0,6.0,16.0,1638790.333749,1591872.2
