Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,SegmentedTotalIntracranialVol
sub-NDARAA075AMK,4220.8,460.4,11102.7,56772.6,7743.4,4137.8,6487.4,1852.6,615.6,2182.6,17467.5,3765.3,1733.8,250647.2,675.4,3760.3,0.0,0.0,3328.1,367.7,10950.9,55579.9,7489.9,4392.4,6389.1,1821.1,3968.8,1653.4,771.5,3604.3,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,475.8,571.3,479.1,903.8,1427409.0,1160787.0,293103.593059,296313.747508,589417.340567,198809.5,201562.5,400372.0,62018.0,767210.340567,1290338.0,1023716.0,1472463.0,0.926186,0.95542,14.0,12.0,26.0,1541168.960354,1482037.2
sub-NDARAA306NT2,6444.9,452.0,14727.7,45460.5,7096.9,3808.1,5220.6,1511.3,715.5,2157.6,17960.5,3604.5,1680.0,291580.9,589.0,3691.7,0.0,0.0,6879.7,380.2,14049.6,47143.3,6393.2,3707.4,5170.2,1511.5,3421.1,1832.9,710.1,3541.8,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,916.3,588.7,861.2,719.4,793.7,1287035.0,971588.0,197889.660148,195190.209213,393079.869361,209205.5,207082.5,416288.0,55962.0,545602.869361,1163052.0,847605.0,1364608.0,0.928279,0.984228,21.0,25.0,46.0,1386474.818292,1346209.5
sub-NDARAA396TWZ,7198.6,556.4,16443.6,66683.0,7351.8,4093.9,6309.0,1894.4,636.4,2131.8,19458.5,3837.8,1572.3,244704.7,629.0,3718.5,0.0,0.0,7411.7,520.4,16426.4,63394.2,7462.1,4094.9,6203.8,1829.8,3732.7,1539.9,640.5,3939.2,0.0,0.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,868.2,591.2,703.4,902.9,874.1,1482517.0,1214091.0,288397.318454,285551.066281,573948.384734,225333.5,224454.5,449788.0,61109.0,768311.384734,1317533.0,1049107.0,1528200.0,0.923385,0.951839,20.0,28.0,48.0,1605523.615153,1542175.8
sub-NDARAA504CRN,5243.7,242.7,10011.0,55372.6,6425.2,3672.6,5141.4,1624.0,631.0,1994.2,15513.7,4119.9,1661.8,230359.8,584.4,3605.7,0.0,0.0,5259.7,307.6,10164.3,53122.9,6169.1,3803.7,5075.1,1534.2,4039.8,1667.9,595.3,3574.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,786.9,402.6,634.8,624.1,856.9,1248975.0,995297.0,240908.258319,243251.834006,484160.092325,170056.5,169804.5,339861.0,54951.0,649942.092325,1118728.0,865050.0,1305284.0,0.931014,0.972987,6.0,5.0,11.0,1341521.870666,1318335.4
sub-NDARAA536PTU,4186.8,635.6,10866.3,57400.0,8048.7,4029.2,6657.3,1970.2,1181.8,1995.9,17354.0,4956.7,1776.3,306655.7,808.0,4257.3,0.0,0.0,5170.7,538.7,11087.1,56166.7,8034.2,4141.4,6527.2,1918.3,5104.4,1774.4,760.7,4035.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.3,306.6,649.6,380.5,936.1,1534587.0,1205728.0,306424.951953,302148.64534,608573.597294,207971.0,204834.0,412805.0,66636.0,791606.597294,1396959.0,1068100.0,1579940.0,0.920645,0.947854,15.0,6.0,21.0,1666859.877879,1588965.9
sub-NDARAA947ZG5,6448.9,498.4,16797.3,65795.3,7225.8,4532.2,6009.4,2001.1,888.2,2516.4,22968.4,4476.0,1604.2,308486.9,738.4,4753.4,0.0,0.0,6669.6,456.4,16316.1,67744.3,7289.8,4698.4,6177.8,1837.2,4403.2,1666.4,656.9,4832.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,860.0,413.2,752.3,845.8,834.9,1449737.0,1122702.0,253555.362353,256558.12484,510113.487193,206220.0,206318.0,412538.0,64499.0,710063.487193,1281993.0,954958.0,1580675.0,0.914898,0.99753,54.0,31.0,85.0,1584589.261499,1525640.8
sub-NDARAA948VFH,4805.0,554.5,13287.0,51696.4,6776.1,4680.2,5365.8,1805.0,555.1,2438.5,17511.9,3484.5,1572.7,227561.4,600.0,3636.5,0.0,0.0,5363.0,529.0,12871.7,52487.7,7032.9,4799.4,5383.6,1812.9,3428.6,1563.6,623.2,3565.8,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,793.8,460.8,591.0,520.8,799.1,1264303.0,1015221.0,248744.923851,248861.144184,497606.068035,174645.0,173312.0,347957.0,58232.0,663378.068035,1131687.0,882605.0,1365968.0,0.90946,0.982592,21.0,16.0,37.0,1390168.361524,1354346.8
sub-NDARAB055BPR,6492.5,688.0,13153.5,53133.2,7311.6,3169.4,5899.7,1514.5,1053.5,2042.9,17315.5,3615.3,1653.4,282643.3,603.2,3469.5,0.0,0.0,6339.1,560.4,13160.3,50660.8,7222.8,3330.1,5652.6,1566.2,3827.3,1525.7,687.8,3326.5,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,695.3,381.8,519.7,348.2,678.2,1217354.0,914263.0,190230.577372,196206.586811,386437.164183,174053.5,177158.5,351212.0,56808.0,550002.164183,1085052.0,781961.0,1406591.0,0.859821,0.99348,48.0,49.0,97.0,1415822.253019,1379976.9
sub-NDARAB282FDJ,6149.0,422.0,15192.6,56439.6,7994.8,4286.7,6308.1,2067.7,929.5,2291.3,20282.1,4582.1,1909.8,346287.5,796.4,4387.8,0.0,0.0,5836.4,394.9,14856.4,55930.1,8239.0,4538.3,6362.8,2002.5,4764.5,1800.1,700.3,4330.7,0.0,0.0,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,990.2,410.9,794.1,646.3,90.4,1635021.19491,1268267.151189,288328.083298,289513.452141,577841.535439,237942.528365,239858.528593,477801.056958,67784.00808,761313.557311,1490103.177634,1123349.133914,1692849.201803,0.960443,0.994412,18.0,24.0,42.0,1702362.391749,1649258.5
sub-NDARAB348EWR,3890.9,518.6,12538.0,59562.4,7432.4,3920.1,5876.7,1690.0,799.6,2161.4,19024.5,4181.9,1854.4,275273.5,647.0,3656.4,0.0,0.0,4027.9,488.4,12654.2,58448.2,7186.9,3890.2,5834.9,1703.8,4395.8,1764.1,657.1,3832.9,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,857.0,416.8,812.3,797.0,883.5,1476715.0,1180790.0,290281.732017,290527.914429,580809.646446,204666.0,208129.0,412795.0,60164.0,762302.646446,1331200.0,1035275.0,1536727.0,0.907697,0.944585,7.0,4.0,11.0,1626880.832815,1552743.5
sub-NDARAB458VK9,4357.0,652.5,11461.2,58137.8,7230.3,4329.2,6069.9,1903.9,747.9,2015.2,19685.9,4204.2,1973.5,290487.5,667.0,4028.0,0.0,0.0,3865.3,487.6,11531.6,58811.4,7245.4,4484.4,5957.3,1648.8,4528.4,2165.6,710.4,4175.7,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,730.5,337.4,681.1,361.9,908.5,1472758.0,1162184.0,279239.943263,281702.692518,560942.635781,205019.0,205746.0,410765.0,62827.0,743286.635781,1331030.0,1020456.0,1544252.0,0.925019,0.969924,6.0,16.0,22.0,1592137.582949,1559227.5
sub-NDARAB514MAJ,6905.4,478.1,11538.8,55367.8,6811.2,4167.7,7559.5,2139.5,700.4,2086.4,16810.2,4257.3,1803.4,234301.3,822.9,3673.6,0.0,0.0,5746.2,576.4,11262.0,55747.8,6645.6,4621.1,7519.9,2091.8,4394.6,1900.6,804.9,3778.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,662.3,359.1,501.2,621.9,606.7,1505998.0,1245816.0,320626.167739,326364.560762,646990.728501,209921.0,211321.0,421242.0,64756.0,825445.728501,1370252.0,1110070.0,1634497.0,0.89366,0.969911,9.0,12.0,21.0,1685202.523225,1597136.4
sub-NDARAB653ZXP,6976.8,611.1,15519.6,55270.4,8409.8,4392.8,6953.3,1993.8,1132.6,2049.2,19459.4,4643.8,2116.1,281976.8,683.0,4604.3,0.0,0.0,10001.1,515.6,15523.1,57253.6,7875.0,4626.8,6794.4,1912.4,4737.8,2204.9,693.4,4588.0,0.0,0.0,0.0,145.2,0.0,0.0,0.0,0.0,0.0,0.0,912.2,599.5,760.9,495.6,1258.0,1616605.0,1308976.0,315812.608748,315885.311052,631697.9198,244655.5,244201.5,488857.0,69846.0,817239.9198,1471048.0,1163419.0,1717602.0,0.91069,0.967585,11.0,17.0,28.0,1775143.037913,1698430.6
sub-NDARAB678VYW,4999.3,634.6,22156.9,67435.8,10752.9,4505.4,6424.8,1977.5,943.2,1639.0,25311.4,5467.8,2091.5,365784.7,620.7,5103.5,0.0,0.0,5168.9,859.1,20219.8,69292.6,9922.9,4468.5,6242.2,1958.1,5445.5,2220.1,753.4,5232.6,0.0,0.0,0.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,1090.7,556.6,917.6,1035.1,868.7,1802581.0,1421311.0,290908.791014,292908.155253,583816.946266,306343.0,305257.0,611600.0,75411.0,799507.946266,1621285.0,1240015.0,1920437.0,0.902547,0.961557,13.0,17.0,30.0,1997216.757544,1895012.5
sub-NDARAB708LM5,7394.8,425.7,18162.1,79992.5,8368.4,4644.8,6991.9,2157.0,1063.1,2564.9,25340.6,4228.2,1831.6,297633.9,769.5,4372.3,0.0,0.0,10688.9,379.2,18399.5,76850.0,8424.0,4748.4,7100.5,2065.1,4539.9,1933.6,811.7,4556.9,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,952.2,523.8,477.1,492.7,917.5,1674490.0,1349620.0,303015.67774,309429.47358,612445.15132,248338.0,249218.0,497556.0,69445.0,842152.15132,1478865.0,1153995.0,1801945.0,0.916946,0.98674,14.0,13.0,27.0,1826159.068643,1764143.0
sub-NDARAB756JDJ,12826.5,500.1,14392.0,64350.2,7970.6,4671.8,6384.5,2129.9,755.6,2303.5,21545.2,3315.0,2010.4,229158.2,850.6,4131.4,0.0,0.0,12763.2,442.9,14782.0,64686.9,7993.9,4858.8,6542.6,2018.2,3631.6,1943.7,786.7,4108.7,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,965.2,491.0,593.9,546.5,1270.8,1499526.0,1231531.0,278568.577746,287984.003481,566552.581227,230268.5,235374.5,465643.0,65038.0,763680.581227,1339240.0,1071245.0,1630627.0,0.888023,0.965661,10.0,12.0,22.0,1688611.860434,1618076.2
sub-NDARAB977GFB,4411.1,588.9,12333.0,62683.7,6123.3,3733.2,5304.0,1522.9,659.5,2515.9,16394.4,3588.2,1446.9,231870.8,616.0,3588.5,0.0,0.0,4507.4,415.2,12630.1,62097.4,6331.1,3912.4,5192.5,1503.3,3887.7,1606.5,581.7,3544.6,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,748.4,380.7,533.6,474.2,851.9,1257304.0,1005026.0,238491.410152,244509.36656,483000.776712,164170.0,166763.0,330933.0,53983.0,663814.776712,1106354.0,854076.0,1396147.0,0.918434,1.019856,13.0,15.0,28.0,1368964.403724,1328296.2
sub-NDARAC296UCB,7164.7,528.6,15217.0,63059.8,8156.1,4388.0,5894.9,2066.1,1060.7,2781.9,22019.8,4467.3,2066.6,345081.1,669.4,4196.5,0.0,0.0,4629.8,643.3,15101.5,61628.6,7810.4,4515.9,5772.0,1866.1,5255.5,2146.3,604.3,4301.0,0.0,0.0,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,1037.1,581.4,800.7,838.8,844.5,1661268.0,1294257.0,283663.07655,282165.757974,565828.834524,264619.5,262642.5,527262.0,66635.0,760311.834524,1504230.0,1137219.0,1744285.0,0.924797,0.971011,8.0,9.0,17.0,1796360.119417,1748790.8
sub-NDARAC331VEH,3856.1,440.4,11852.7,59037.9,6713.2,3899.1,5446.7,1759.4,810.5,1422.1,18256.5,4549.5,1972.0,230498.9,598.3,4125.1,0.0,0.0,3946.7,444.1,11643.8,59755.9,6677.3,3971.1,5149.9,1691.2,4205.1,1798.7,581.2,4017.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,801.9,398.9,643.7,710.0,525.0,1383283.0,1132880.0,268171.874239,269369.437996,537541.312235,203524.0,203241.0,406765.0,58780.0,717554.312235,1239219.0,988816.0,1495564.0,0.893888,0.966445,17.0,19.0,36.0,1547490.371584,1460248.1
sub-NDARAC349YUC,4145.4,608.9,12905.6,57424.3,7563.2,4600.5,6809.0,1916.1,1257.5,2523.5,18897.3,4566.3,1675.2,302659.3,728.1,4453.5,0.0,0.0,3987.4,463.5,12334.1,57058.4,7519.3,4803.7,6515.9,1921.5,4669.7,2010.8,688.5,4315.1,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,777.0,378.5,633.1,580.8,639.1,1499845.0,1179952.0,280497.391153,280249.299863,560746.691016,217839.0,218923.0,436762.0,66190.0,743866.691016,1358530.0,1038637.0,1593210.0,0.903703,0.959958,35.0,19.0,54.0,1659666.636312,1597126.5
sub-NDARAC350BZ0,3381.1,431.9,12974.2,64377.4,8364.4,4738.9,6453.1,1823.7,597.3,1573.4,22858.4,4533.3,1755.8,271980.8,762.3,4884.8,0.0,0.0,3486.6,338.6,12720.0,64560.8,7913.7,4856.8,6270.4,1866.4,4510.6,1822.8,795.6,4987.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,833.5,460.5,690.3,666.9,691.3,1461682.0,1171620.0,278274.157163,276786.137737,555060.2949,207287.0,205068.0,412355.0,67853.0,754165.2949,1305563.0,1015501.0,1538211.0,0.916077,0.96404,8.0,7.0,15.0,1595588.015894,1541772.8
sub-NDARAC350XUM,5552.1,410.3,14988.7,61751.1,8235.3,4042.3,7116.3,2019.1,989.1,1874.7,21050.9,4473.6,1593.5,287554.9,873.7,4817.7,0.0,0.0,6162.0,545.9,14222.4,61667.4,7783.6,4451.7,6731.5,2021.5,4101.3,1597.8,732.7,4577.2,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,857.6,445.2,612.8,717.1,897.7,1504876.0,1196473.0,269092.432773,269190.848636,538283.28141,230595.0,233739.0,464334.0,66674.0,730561.28141,1351038.0,1042635.0,1705527.0,0.856259,0.970428,76.0,80.0,156.0,1757500.37791,1651625.8
sub-NDARAC462DZH,3456.8,487.4,17136.0,69274.9,9656.6,4601.4,6157.7,2202.2,717.4,2935.1,21485.2,4686.4,1812.6,268256.8,737.2,4836.0,0.0,0.0,3169.8,524.0,17447.2,70732.5,9567.0,4507.6,6176.5,2138.3,4826.8,1736.2,748.2,4653.2,0.0,0.0,0.0,147.9,0.0,0.0,0.0,0.0,0.0,0.0,979.9,433.3,659.1,859.0,757.6,1455526.0,1169603.0,249516.255654,250745.906922,500262.162576,224373.0,223009.0,447382.0,71089.0,714056.162576,1279348.0,993425.0,1612334.0,0.889848,0.985714,113.0,107.0,220.0,1635700.981782,1591933.8
sub-NDARAC495TJ2,3251.4,429.0,13958.5,48224.8,6667.7,3988.2,6697.8,1839.3,595.9,1882.6,18529.6,4350.5,1823.6,238914.3,741.8,3865.2,0.0,0.0,3113.9,384.0,14053.1,47180.8,6908.9,3767.0,6537.9,1572.9,4524.3,1844.3,676.7,3571.3,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,690.1,327.4,650.0,826.7,756.0,1245653.0,991564.0,225941.862578,226861.120064,452802.982641,183537.0,184938.0,368475.0,61497.0,613073.982641,1120076.0,865987.0,1365543.0,0.904455,0.991506,20.0,18.0,38.0,1377241.757036,1312046.5
sub-NDARAC589YMB,5939.7,590.6,11597.2,51110.0,8209.7,4308.0,6214.1,1589.1,1174.3,2240.0,19460.3,4401.8,2184.7,254282.7,757.7,4384.6,0.0,0.0,6477.3,658.4,11676.5,52976.2,7613.5,4463.7,6003.7,1726.7,4340.5,2160.5,693.7,4431.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,760.2,491.5,668.2,387.5,912.7,1396558.0,1112331.0,265874.715299,264477.203589,530351.918888,202416.0,203314.0,405730.0,65215.0,702055.918888,1267349.0,983122.0,1469509.0,0.916339,0.964205,13.0,7.0,20.0,1524062.381606,1450223.0
sub-NDARAC688ZM5,3768.0,467.3,14470.5,57106.4,7916.3,5054.9,6410.3,1998.6,686.1,1702.2,18525.0,4087.8,1856.7,260533.1,756.2,3579.1,0.0,0.0,3830.2,373.4,14240.7,54108.1,7668.2,5092.1,6287.8,1943.3,3962.2,1714.1,829.7,3737.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,695.4,366.7,612.8,504.4,777.0,1416594.0,1139080.0,290817.892752,285710.412321,576528.305073,191851.5,188299.5,380151.0,64706.0,755699.305073,1274717.0,997203.0,1514919.0,0.927211,0.991569,25.0,28.0,53.0,1527800.599031,1474558.8
sub-NDARAC853CR6,6333.5,495.6,14582.9,72680.5,9011.6,4033.4,6352.3,2041.1,963.2,4206.0,21433.0,5024.3,2046.8,282456.7,851.2,4844.5,0.0,0.0,6968.6,528.9,13770.2,69969.0,8721.6,4190.7,6328.7,1957.3,4714.7,2025.7,734.4,4976.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,636.6,315.7,619.8,835.2,802.1,1645025.0,1332233.0,326382.68131,326239.080412,652621.761722,230924.5,230438.5,461363.0,69917.0,867260.761722,1472757.0,1159965.0,1741637.0,0.925516,0.979871,8.0,4.0,12.0,1777413.758288,1706257.6
sub-NDARAC857HDB,5160.5,718.8,11845.3,55625.3,6890.3,4041.8,6058.3,1752.9,579.8,1666.3,16405.7,4036.5,1321.6,260512.6,724.0,3677.4,0.0,0.0,4433.4,648.1,12222.0,52446.3,7144.2,4106.0,6075.2,1581.8,3920.6,1290.6,686.7,3548.3,0.0,0.0,0.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,693.0,440.1,600.1,530.7,650.2,1212254.0,938081.0,218352.084383,215779.493532,434131.577915,166977.0,163326.0,330303.0,58049.0,601202.577915,1079618.0,805445.0,1509215.0,0.796041,0.991044,128.0,106.0,234.0,1522853.34076,1427741.0
sub-NDARAD224CRB,3929.3,572.2,16144.5,61150.1,7867.0,4880.4,7063.5,2328.2,661.3,1471.2,19575.2,4542.6,1777.5,258400.5,791.6,3804.0,0.0,0.0,4991.0,597.9,16178.9,57407.4,7783.0,5137.8,6995.2,2134.9,4507.2,1784.5,803.2,4055.4,0.0,0.0,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,768.8,399.4,575.9,468.8,968.7,1496753.0,1223728.0,263033.907551,269667.045163,532700.952714,252778.5,248313.5,501092.0,68725.0,723443.952714,1343736.0,1070711.0,1636130.0,0.887394,0.970028,15.0,11.0,26.0,1686683.741044,1600433.8
sub-NDARAD232HVV,7974.9,434.1,15494.5,65033.9,8120.1,4477.4,6544.6,1848.1,855.1,1869.7,19786.5,4226.8,1942.6,265023.5,760.6,4099.8,0.0,0.0,6563.8,469.4,15608.9,64861.2,8181.9,4778.4,6244.4,1588.0,4456.7,1746.7,714.6,4169.4,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,771.4,526.0,737.8,412.0,976.0,1371571.0,1084694.0,227506.910956,226352.355815,453859.266771,206704.0,211571.0,418275.0,65938.0,652127.266771,1208967.0,922090.0,1657591.0,0.836136,1.010499,106.0,82.0,188.0,1640368.03983,1574203.5
sub-NDARAD256AHU,7613.5,530.4,13293.0,57527.7,7045.2,5281.7,6468.7,2269.5,647.0,1344.9,20268.0,4056.0,1720.9,290065.2,686.6,4202.0,0.0,0.0,4764.5,470.8,13355.3,55226.9,6799.9,5136.4,6185.5,2072.2,4323.4,1767.9,710.7,4236.6,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,892.9,586.9,561.7,533.4,101.8,1417224.337893,1099007.262024,257940.732506,259355.3127,517296.045206,187454.044693,187590.044725,375044.089417,64841.015459,698679.088451,1275393.304077,957176.228209,1413030.336893,0.966092,0.963233,10.0,6.0,16.0,1466965.912393,1429731.9
sub-NDARAD269FZD,8866.5,507.8,14582.2,60155.3,8569.0,4425.3,6541.8,1974.8,945.9,2679.0,18377.4,3966.6,1793.3,320087.0,669.7,3931.3,0.0,0.0,7225.5,549.1,14849.8,61826.1,8340.3,4598.3,6620.4,1954.3,4113.7,1702.3,644.3,3954.0,0.0,0.0,0.0,167.7,0.0,0.0,0.0,0.0,0.0,0.0,891.6,497.5,575.0,556.3,1066.2,1601532.0,1255414.0,298802.702489,307776.035629,606578.738118,224414.0,226006.0,450420.0,66235.0,798565.738118,1447432.0,1101314.0,1698727.0,0.911683,0.967012,18.0,17.0,35.0,1756676.296067,1704718.0
sub-NDARAD481FXF,10096.7,597.1,15273.8,64143.5,8895.9,4693.4,6794.5,2008.5,1072.2,1977.7,23721.2,5165.6,1956.6,326201.8,757.6,4649.5,0.0,0.0,16115.4,681.6,14551.8,63387.8,8687.0,4637.2,6701.7,1986.7,5205.1,2041.0,739.5,4826.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,586.8,827.9,521.4,1236.0,1604188.0,1240114.0,292377.359841,288128.878564,580506.238405,226295.5,223868.5,450164.0,71610.0,782431.238405,1444672.0,1080598.0,1659384.0,0.917225,0.948785,17.0,14.0,31.0,1748957.203839,1667219.9
sub-NDARAD571FLB,3735.6,661.8,12311.7,48570.5,7204.0,3308.1,4973.8,1552.4,726.1,3110.8,17347.1,2820.6,1338.4,218743.1,440.0,3728.0,0.0,0.0,3973.7,570.5,12779.4,48053.0,6848.9,3321.0,4926.2,1437.1,2804.6,1266.6,500.3,3705.6,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,540.4,310.9,637.0,659.9,627.1,1018076.0,781612.0,178941.726648,180532.876488,359474.603135,134184.0,136505.0,270689.0,51896.0,509503.603135,895895.0,659431.0,1098474.0,0.929602,1.003013,37.0,27.0,64.0,1095174.53215,1082665.2
sub-NDARAD615WLJ,3955.7,553.3,12773.4,53008.8,7825.2,5027.9,6827.7,2030.1,631.7,1873.2,18725.3,4924.3,1949.9,256185.3,840.0,3862.4,0.0,0.0,3879.5,450.6,12614.3,52201.7,7858.4,5236.2,6691.8,1958.8,4835.5,2024.0,812.6,4068.8,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,982.3,428.0,697.1,826.6,944.9,1630314.0,1351111.0,350722.676823,349037.450123,699760.126947,242741.5,242039.5,484781.0,68377.0,876029.126947,1497924.0,1218721.0,1770201.0,0.888252,0.964468,3.0,15.0,18.0,1835417.395698,1710861.2
sub-NDARAD703XA2,7711.9,440.0,14801.0,65653.9,7267.9,5075.5,6754.4,2113.1,723.7,2523.1,18578.7,4299.3,1748.2,265367.6,755.7,3695.3,0.0,0.0,10512.1,601.1,14404.7,64951.4,6966.8,5166.8,6655.2,1914.8,4125.8,1871.9,821.1,3816.1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,814.8,479.9,649.9,395.1,935.4,1419857.0,1127037.0,270337.456876,274932.444069,545269.900945,191325.5,188923.5,380249.0,64937.0,742877.900945,1258850.0,966030.0,1560748.0,0.912168,1.002682,45.0,55.0,100.0,1556573.25579,1508825.5
sub-NDARAE012DGA,8882.7,751.7,11002.0,51106.9,6846.6,3368.1,5703.7,1654.8,473.2,1734.4,16244.8,3433.1,1848.0,264403.8,642.2,3295.1,0.0,0.0,6622.3,452.0,10914.7,49577.7,6848.6,3268.7,5644.5,1635.4,3841.6,1774.5,649.7,3471.3,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,872.5,467.6,792.7,438.9,1098.2,1344142.0,1056117.0,248844.548184,249284.960882,498129.509065,197156.0,198742.0,395898.0,56217.0,658074.509065,1218807.0,930782.0,1453489.0,0.886945,0.959099,22.0,10.0,32.0,1515474.038043,1477963.9
sub-NDARAE199TDD,5471.4,515.3,11306.2,55026.4,7665.5,3436.4,5268.4,1541.3,613.5,1821.9,16964.1,4042.5,1533.2,248064.8,695.8,3525.0,0.0,0.0,5319.5,429.2,11453.5,53004.5,7307.5,3500.1,5086.3,1513.5,3875.2,1578.6,676.5,3609.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,872.4,443.0,506.9,437.1,870.1,1428927.0,1161811.0,282610.070968,281059.755267,563669.826235,215931.5,214657.5,430589.0,56737.0,731127.826235,1296101.0,1028985.0,1467637.0,0.910967,0.935645,10.0,5.0,15.0,1568582.387561,1489171.2
sub-NDARAE270LEZ,20576.4,512.3,14654.9,58588.1,8331.9,4278.9,6474.4,2003.3,678.6,2028.2,20235.8,4267.0,2015.4,310004.2,756.7,4097.8,0.0,0.0,23086.1,533.6,14520.6,58062.9,8278.2,4225.3,6514.3,1951.2,4063.0,1842.7,618.9,3983.9,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1058.9,362.2,390.8,355.6,852.0,1536339.0,1173479.0,247982.665014,251020.356409,499003.021422,244409.0,247270.0,491679.0,66130.0,685318.021422,1387957.0,1025097.0,1645284.0,0.917459,0.982518,45.0,41.0,86.0,1674559.364992,1611788.4
sub-NDARAE358VBE,5608.0,567.8,13535.4,55534.6,6322.0,3355.1,4641.1,1464.0,922.2,2304.4,16307.3,3435.1,1329.6,231040.0,507.8,3294.7,0.0,0.0,5977.4,599.2,13120.5,57257.5,6275.3,3445.2,4523.6,1389.7,3528.6,1433.6,548.4,3272.8,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,746.2,301.7,634.7,576.7,645.5,1238069.0,991189.0,224130.680564,228881.976639,453012.657203,187448.5,187824.5,375273.0,50633.0,618519.657203,1097446.0,850566.0,1386347.0,0.884185,0.99008,101.0,45.0,146.0,1400237.993664,1315247.2
