rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARUP249AMD,841.0,572.0,1680.0,1381.0,428.0,2569.0,4076.0,2813.0,882.0,4825.0,2420.0,2790.0,1799.0,3134.0,506.0,1230.0,1318.0,726.0,1285.0,1783.0,3183.0,999.0,3796.0,3295.0,440.0,5056.0,4961.0,4424.0,3109.0,3361.0,363.0,537.0,304.0,1935.0,72820.4,929154.0,1249471.966446
sub-NDARUP441BKK,946.0,840.0,1919.0,1703.0,443.0,2912.0,6407.0,3086.0,840.0,4643.0,2576.0,3177.0,2084.0,3598.0,503.0,1371.0,1353.0,898.0,1438.0,1563.0,4199.0,1249.0,4938.0,4562.0,810.0,7644.0,7510.0,6388.0,4001.0,3135.0,398.0,629.0,303.0,2332.0,90397.6,1144274.0,1508088.24452
sub-NDARUP735CM8,1146.0,904.0,3067.0,1880.0,561.0,4418.0,7426.0,4761.0,989.0,7577.0,3037.0,3765.0,2444.0,5157.0,758.0,2136.0,2184.0,1003.0,1823.0,1934.0,4724.0,1292.0,6254.0,5657.0,868.0,7083.0,9608.0,6397.0,4694.0,4106.0,378.0,481.0,544.0,2871.0,111922.0,1354221.0,1895896.461321
sub-NDARUP908XUJ,911.0,718.0,2217.0,1777.0,408.0,2460.0,5169.0,2863.0,840.0,4956.0,2364.0,3208.0,1886.0,3197.0,497.0,1331.0,1270.0,740.0,1228.0,1708.0,4323.0,1299.0,4583.0,3956.0,539.0,6472.0,6666.0,5723.0,3630.0,4203.0,383.0,461.0,369.0,1781.0,84136.5,967087.0,1466925.091062
sub-NDARUR009YJM,927.0,783.0,1907.0,1539.0,498.0,3032.0,5476.0,3162.0,850.0,5709.0,2256.0,3053.0,1958.0,3880.0,655.0,1529.0,1258.0,815.0,1625.0,1641.0,3556.0,1197.0,5470.0,3388.0,497.0,6733.0,8496.0,3988.0,3788.0,2835.0,323.0,489.0,348.0,2246.0,85907.2,1078692.0,1461565.433542
sub-NDARUR153ZWB,1328.0,925.0,2162.0,1967.0,422.0,3385.0,7390.0,3906.0,1217.0,5646.0,3376.0,4106.0,2515.0,4291.0,647.0,1648.0,1416.0,1173.0,2088.0,1737.0,4258.0,1427.0,5496.0,4739.0,857.0,7071.0,8899.0,6269.0,4647.0,4950.0,392.0,558.0,423.0,2886.0,104218.0,1336699.0,1787221.68692
sub-NDARUR298LVX,821.0,684.0,2064.0,1308.0,330.0,2585.0,4702.0,2472.0,943.0,4084.0,2384.0,2678.0,1967.0,3323.0,640.0,1269.0,1244.0,720.0,1527.0,1288.0,3493.0,1168.0,3956.0,3347.0,579.0,5720.0,6086.0,4703.0,3434.0,3455.0,370.0,498.0,314.0,2110.0,76264.5,992168.118276,1309784.23261
sub-NDARUR627UZG,1199.0,644.0,2253.0,1837.0,468.0,3620.0,5676.0,3661.0,1011.0,6462.0,2314.0,3015.0,2035.0,4151.0,560.0,1220.0,1455.0,688.0,1596.0,1695.0,3916.0,1250.0,4660.0,4180.0,652.0,6216.0,6597.0,6179.0,4276.0,3421.0,362.0,465.0,411.0,2062.0,90208.0,1110069.0,1495673.901915
sub-NDARUR724ZHG,906.0,764.0,1196.0,1452.0,262.0,2566.0,4822.0,2861.0,861.0,4581.0,2481.0,2876.0,1797.0,3752.0,566.0,1253.0,1141.0,859.0,1977.0,1646.0,2665.0,1195.0,3739.0,3589.0,700.0,7999.0,7101.0,3916.0,3181.0,2331.0,374.0,388.0,299.0,1748.0,77844.7,1034624.0,1327181.382412
sub-NDARUR872MP9,797.0,799.0,1695.0,1914.0,501.0,3755.0,4615.0,4217.0,964.0,5903.0,2398.0,4232.0,1578.0,4068.0,629.0,1709.0,1148.0,925.0,2248.0,1859.0,3492.0,1224.0,4659.0,3480.0,386.0,7968.0,7944.0,3844.0,3527.0,2568.0,390.0,473.0,349.0,1985.0,88245.2,1108860.0,1569058.304338
sub-NDARUR987CDM,1091.0,797.0,2466.0,1673.0,511.0,3224.0,5282.0,3637.0,941.0,5033.0,2302.0,3377.0,2196.0,3679.0,679.0,1232.0,1500.0,714.0,1548.0,1743.0,4120.0,1204.0,5026.0,3469.0,645.0,6266.0,6993.0,5094.0,4344.0,4069.0,353.0,461.0,414.0,2687.0,88773.5,1125682.0,1546192.538647
sub-NDARUT018UYN,1000.0,793.0,2369.0,1609.0,469.0,3604.0,5962.0,3593.0,1086.0,5589.0,2464.0,4178.0,1828.0,3531.0,730.0,1473.0,1314.0,862.0,1446.0,1859.0,4491.0,1419.0,5148.0,4439.0,746.0,6405.0,7545.0,6141.0,3714.0,4184.0,428.0,520.0,361.0,2555.0,93854.5,1191696.0,1725245.816495
sub-NDARUT136EUY,1257.0,756.0,2172.0,2290.0,678.0,3607.0,7081.0,4068.0,1223.0,5311.0,3170.0,4165.0,2261.0,4078.0,682.0,1544.0,1285.0,1168.0,1806.0,2166.0,4677.0,1591.0,5264.0,5091.0,756.0,7003.0,7551.0,7350.0,3848.0,4042.0,396.0,662.0,389.0,2435.0,101821.0,1270356.0,1710944.615118
sub-NDARUT233WU9,744.0,784.0,2692.0,1649.0,479.0,3301.0,6042.0,3198.0,1021.0,5209.0,2889.0,3262.0,2358.0,3890.0,565.0,1644.0,1406.0,1026.0,1508.0,1704.0,4114.0,1430.0,5085.0,4678.0,485.0,6628.0,8205.0,6264.0,4196.0,4363.0,338.0,477.0,408.0,2574.0,94617.8,1136000.0,1557541.727449
sub-NDARUT470BM4,1157.0,694.0,2156.0,1718.0,338.0,3678.0,7338.0,3873.0,1173.0,6137.0,2761.0,4124.0,2203.0,4129.0,800.0,1589.0,1368.0,1052.0,1343.0,1644.0,4363.0,1402.0,6002.0,4701.0,662.0,7573.0,8388.0,6535.0,3768.0,4576.0,387.0,503.0,347.0,2616.0,101099.0,1242800.0,1830088.466378
sub-NDARUT650LBR,965.0,738.0,1425.0,1491.0,396.0,2597.0,5190.0,3238.0,779.0,5215.0,2265.0,2803.0,1642.0,3700.0,490.0,1306.0,1436.0,945.0,2355.0,1509.0,2655.0,1045.0,4103.0,3134.0,479.0,7743.0,7687.0,3947.0,3855.0,2589.0,401.0,413.0,376.0,1905.0,80815.0,998576.0,1366057.18471
sub-NDARUT651WFC,957.0,668.0,1630.0,1557.0,373.0,2676.0,4366.0,3171.0,778.0,3928.0,2704.0,2358.0,1904.0,3387.0,606.0,1263.0,1205.0,905.0,1352.0,1261.0,3474.0,1027.0,4562.0,3259.0,593.0,4739.0,6392.0,4846.0,3661.0,3537.0,288.0,426.0,336.0,2624.0,76814.6,990917.0,1366527.474587
sub-NDARUT792WX7,980.0,554.0,1769.0,1727.0,383.0,2693.0,5563.0,3057.0,1209.0,5113.0,2980.0,3777.0,2143.0,3571.0,648.0,1324.0,1609.0,819.0,1811.0,1804.0,4207.0,972.0,4254.0,4284.0,667.0,7381.0,6828.0,6108.0,3835.0,4520.0,368.0,488.0,438.0,2556.0,90438.4,1098189.0,1519523.477022
sub-NDARUT891XYJ,1098.0,859.0,2309.0,1952.0,455.0,3855.0,6285.0,4059.0,1127.0,5842.0,3003.0,3007.0,2516.0,4173.0,740.0,1427.0,1443.0,920.0,1516.0,1834.0,4333.0,1541.0,5655.0,4592.0,718.0,7358.0,7205.0,6179.0,4597.0,4834.0,371.0,496.0,406.0,2807.0,99513.6,1266150.0,1771566.406074
sub-NDARUU615WPR,1028.0,632.0,1992.0,1447.0,465.0,3222.0,5998.0,3106.0,1166.0,4805.0,2590.0,3123.0,1911.0,3247.0,568.0,1560.0,1567.0,1044.0,1706.0,1588.0,4882.0,1191.0,5213.0,4709.0,531.0,5636.0,7328.0,6059.0,4056.0,5325.0,368.0,484.0,386.0,2422.0,91354.3,1181079.0,1682161.297083
sub-NDARUU801VFA,865.0,636.0,1687.0,1253.0,293.0,2596.0,4154.0,2569.0,659.0,4972.0,1900.0,2452.0,1824.0,3195.0,530.0,1345.0,1172.0,777.0,1579.0,1025.0,2937.0,987.0,3837.0,2821.0,489.0,4981.0,5765.0,4411.0,3146.0,2483.0,299.0,443.0,243.0,1871.0,70191.5,883124.0,1202229.794655
sub-NDARUU991VRE,1061.0,758.0,2077.0,1765.0,582.0,3254.0,4663.0,3846.0,877.0,5780.0,2396.0,3125.0,2130.0,3921.0,677.0,1671.0,1460.0,973.0,2011.0,1739.0,4148.0,1180.0,5446.0,4340.0,723.0,6140.0,7292.0,5556.0,3777.0,3780.0,368.0,427.0,301.0,2839.0,91080.7,1194841.0,1670376.629918
sub-NDARUV041YCY,1224.0,575.0,2406.0,2071.0,609.0,3861.0,7737.0,3903.0,1100.0,6247.0,3016.0,4175.0,2318.0,4182.0,755.0,1682.0,1522.0,1033.0,1437.0,2210.0,4642.0,1256.0,5385.0,5307.0,598.0,7099.0,8564.0,6807.0,4431.0,4396.0,388.0,541.0,396.0,2616.0,104491.0,1229406.0,1657177.796604
sub-NDARUV263YB5,950.0,728.0,2004.0,1373.0,414.0,3325.0,5449.0,3447.0,734.0,5217.0,2550.0,3329.0,2257.0,3312.0,647.0,1619.0,1167.0,817.0,1158.0,1358.0,3473.0,1159.0,4443.0,4099.0,665.0,5711.0,6992.0,5571.0,3762.0,3469.0,366.0,437.0,308.0,2235.0,84545.5,1011142.0,1401666.226069
sub-NDARUV288LWA,1110.0,675.0,2195.0,1479.0,451.0,3139.0,6327.0,3089.0,801.0,5024.0,1939.0,3134.0,1761.0,3528.0,674.0,1649.0,1198.0,797.0,1128.0,1383.0,3968.0,1086.0,4578.0,3827.0,507.0,6342.0,6462.0,5294.0,3474.0,3633.0,376.0,543.0,385.0,1896.0,83850.3,1043130.0,1471716.786714
sub-NDARUV578DU2,784.0,862.0,2280.0,1544.0,437.0,3536.0,6771.0,3720.0,982.0,6091.0,2320.0,2482.0,1896.0,3694.0,741.0,1582.0,1514.0,884.0,1547.0,1174.0,4268.0,1290.0,5615.0,4154.0,714.0,5412.0,7004.0,6547.0,3881.0,3576.0,286.0,606.0,324.0,2803.0,91319.2,1176363.0,1747771.670889
sub-NDARUV753MY9,731.0,496.0,2172.0,1540.0,326.0,2539.0,4869.0,2698.0,856.0,4411.0,2351.0,2659.0,1603.0,3127.0,606.0,1363.0,1231.0,971.0,1322.0,1263.0,3683.0,1072.0,4743.0,3364.0,341.0,4979.0,5545.0,5712.0,3440.0,3095.0,324.0,484.0,278.0,1991.0,76183.6,968362.0,1419428.149485
sub-NDARUW206XUG,871.0,732.0,2156.0,1457.0,361.0,2427.0,5026.0,3158.0,821.0,4526.0,2338.0,2361.0,1972.0,3466.0,549.0,1351.0,1389.0,838.0,1692.0,1224.0,3827.0,1317.0,4314.0,3774.0,577.0,7029.0,7403.0,5178.0,4368.0,3827.0,424.0,508.0,371.0,2564.0,84198.4,1027395.0,1469651.142854
sub-NDARUW210XVA,922.0,925.0,2377.0,1722.0,511.0,3831.0,6195.0,4662.0,1243.0,5511.0,2888.0,3434.0,2083.0,4335.0,862.0,1768.0,1324.0,1079.0,1514.0,1738.0,4684.0,1651.0,5787.0,4910.0,640.0,6791.0,8119.0,7072.0,4166.0,3590.0,354.0,592.0,376.0,2599.0,100255.0,1313595.0,1897743.651623
sub-NDARUW215TG0,1017.0,511.0,2262.0,1640.0,472.0,3372.0,6826.0,3248.0,920.0,5360.0,2187.0,3252.0,1919.0,3792.0,612.0,1416.0,1676.0,944.0,1919.0,1382.0,4146.0,1117.0,5416.0,3651.0,518.0,4852.0,6216.0,5159.0,4198.0,4160.0,255.0,550.0,429.0,2338.0,87733.4,1064438.0,1539359.225833
sub-NDARUW816MP3,939.0,557.0,2705.0,2065.0,449.0,3823.0,6524.0,3563.0,1136.0,6613.0,3045.0,3790.0,2287.0,3785.0,590.0,1710.0,1507.0,1205.0,1625.0,1830.0,4036.0,1269.0,5193.0,4577.0,772.0,6363.0,8747.0,6546.0,4030.0,3305.0,380.0,488.0,360.0,2376.0,98190.7,1204146.0,1663183.537295
sub-NDARUW904FMQ,1007.0,734.0,2256.0,1727.0,389.0,2979.0,5625.0,3521.0,940.0,5541.0,2262.0,3568.0,1657.0,4072.0,578.0,1717.0,1758.0,736.0,1948.0,1775.0,4923.0,1161.0,4734.0,4720.0,506.0,6134.0,7159.0,6180.0,3565.0,4336.0,303.0,582.0,405.0,2465.0,91961.8,1168831.0,1663184.72218
sub-NDARUX070CWZ,1377.0,1020.0,2346.0,1663.0,526.0,3611.0,6995.0,4168.0,1050.0,5579.0,2498.0,4019.0,2163.0,4461.0,672.0,1879.0,1377.0,824.0,1496.0,1771.0,4986.0,1446.0,5528.0,4286.0,841.0,7729.0,8157.0,5549.0,3856.0,5012.0,319.0,528.0,298.0,2135.0,100164.0,1193033.0,1596403.524775
sub-NDARUX086TVT,1019.0,847.0,2853.0,1668.0,566.0,3582.0,7534.0,4121.0,1150.0,6451.0,2970.0,3381.0,2272.0,4528.0,724.0,2057.0,2023.0,1052.0,2089.0,1465.0,5415.0,1449.0,6161.0,4386.0,721.0,7299.0,8940.0,6019.0,4934.0,5128.0,388.0,546.0,481.0,2798.0,107017.0,1309509.0,1830506.243827
sub-NDARUX098MT5,1133.0,658.0,2215.0,1684.0,472.0,3093.0,4938.0,3864.0,1030.0,5842.0,2530.0,3219.0,2374.0,4115.0,674.0,1590.0,1694.0,934.0,1967.0,1706.0,4131.0,1180.0,4846.0,3783.0,587.0,6274.0,8075.0,5123.0,3739.0,3061.0,379.0,606.0,342.0,2300.0,90157.6,1150597.0,1530451.614963
sub-NDARUX187JTB,1420.0,853.0,2965.0,1456.0,396.0,3888.0,6427.0,4308.0,1023.0,5366.0,2681.0,2683.0,2219.0,4265.0,584.0,1541.0,1666.0,828.0,1683.0,1462.0,4503.0,1476.0,5713.0,4519.0,740.0,7609.0,9362.0,6042.0,4850.0,5123.0,401.0,461.0,374.0,2880.0,101766.0,1141787.0,1554582.243733
sub-NDARUX216VHK,993.0,781.0,2108.0,1790.0,490.0,3499.0,6053.0,3637.0,1051.0,6010.0,2361.0,3543.0,2002.0,3641.0,611.0,1774.0,1127.0,939.0,1388.0,1302.0,5690.0,1170.0,7310.0,3681.0,668.0,6383.0,7771.0,4566.0,4100.0,3904.0,395.0,503.0,357.0,2299.0,93899.3,1201387.0,1584771.664358
sub-NDARUX315PE6,1057.0,936.0,2314.0,1860.0,549.0,3271.0,7273.0,3398.0,1078.0,6384.0,2681.0,3078.0,2044.0,3888.0,654.0,1526.0,1471.0,1170.0,2176.0,1590.0,4305.0,1538.0,6147.0,4317.0,756.0,7075.0,8256.0,5963.0,4370.0,3687.0,388.0,585.0,371.0,2770.0,98928.2,1241265.0,1702872.390937
sub-NDARUX340FYC,1066.0,781.0,2229.0,1906.0,578.0,3657.0,6351.0,3970.0,1134.0,5915.0,2909.0,3575.0,2130.0,3946.0,840.0,1579.0,1312.0,953.0,1735.0,1782.0,4431.0,1453.0,5326.0,4054.0,769.0,7473.0,7818.0,6141.0,4453.0,3837.0,408.0,540.0,383.0,2686.0,98121.0,1254376.0,1728615.18951
sub-NDARUX368CL6,1516.0,769.0,2725.0,1862.0,691.0,4261.0,8116.0,4946.0,1192.0,5570.0,3663.0,4199.0,2653.0,5652.0,989.0,1979.0,2058.0,1282.0,2687.0,1952.0,5282.0,1474.0,6142.0,5621.0,993.0,8345.0,8925.0,7313.0,5485.0,5161.0,530.0,689.0,435.0,3100.0,118258.0,1473502.824345,1875801.852518
sub-NDARUX408KJ1,930.0,873.0,2475.0,1598.0,488.0,3157.0,6299.0,3899.0,899.0,5499.0,2540.0,2939.0,2099.0,3914.0,608.0,1490.0,1171.0,913.0,1524.0,1429.0,3928.0,1249.0,4995.0,3898.0,807.0,6409.0,7469.0,5209.0,3873.0,3705.0,328.0,586.0,293.0,2225.0,89718.8,1114188.0,1530392.708652
sub-NDARUX442HJ8,1121.0,730.0,2452.0,1720.0,532.0,3964.0,6119.0,4268.0,753.0,5308.0,2873.0,3853.0,1920.0,4425.0,891.0,1799.0,1715.0,1074.0,2064.0,1817.0,4458.0,1070.0,5649.0,4326.0,760.0,6939.0,7523.0,5517.0,4256.0,4088.0,315.0,575.0,332.0,2367.0,97574.0,1261850.0,1759424.919656
sub-NDARUX534HZQ,912.0,584.0,2544.0,1734.0,430.0,3036.0,5860.0,3212.0,932.0,4881.0,2368.0,3189.0,1679.0,4118.0,596.0,1375.0,1266.0,896.0,1434.0,1521.0,4241.0,1403.0,5075.0,3734.0,377.0,5884.0,7056.0,6139.0,3629.0,3606.0,351.0,436.0,288.0,2299.0,87086.4,1061559.0,1426406.667445
sub-NDARUX616RC1,841.0,829.0,2719.0,1636.0,418.0,3862.0,5761.0,3593.0,885.0,5586.0,2385.0,3404.0,1982.0,3516.0,626.0,1493.0,1515.0,884.0,1775.0,1718.0,4627.0,1525.0,5349.0,3995.0,680.0,7189.0,7134.0,5272.0,3902.0,3978.0,344.0,485.0,355.0,2440.0,92706.4,1154232.0,1568379.758777
sub-NDARUX818MGE,954.0,956.0,2087.0,1259.0,473.0,2782.0,5430.0,3193.0,809.0,5388.0,1886.0,2726.0,1566.0,3438.0,540.0,1356.0,910.0,620.0,989.0,1505.0,3545.0,1534.0,4062.0,3405.0,538.0,3804.0,6015.0,5398.0,3796.0,2888.0,210.0,411.0,349.0,2191.0,77014.3,988210.0,1465746.33536
sub-NDARUX885LMW,1027.0,763.0,2791.0,1582.0,447.0,3378.0,6151.0,4004.0,921.0,5742.0,2768.0,2817.0,2040.0,4204.0,678.0,1430.0,1428.0,930.0,1621.0,1544.0,4054.0,1445.0,5081.0,4087.0,673.0,6024.0,7839.0,5682.0,3789.0,3971.0,325.0,441.0,373.0,2345.0,92394.0,1094755.0,1492216.681269
sub-NDARUX911VE1,941.0,613.0,2117.0,1731.0,442.0,3278.0,5992.0,3288.0,1036.0,5476.0,2691.0,2591.0,1726.0,3363.0,625.0,1554.0,1279.0,804.0,1493.0,1354.0,4125.0,1383.0,5008.0,4118.0,536.0,5018.0,7348.0,5617.0,3835.0,4070.0,309.0,506.0,396.0,2114.0,86778.8,1119756.0,1516604.386361
sub-NDARUY024RVP,1272.0,800.0,2471.0,1804.0,542.0,3463.0,5768.0,4022.0,966.0,6219.0,2972.0,3693.0,2309.0,4418.0,649.0,2092.0,1441.0,1029.0,1974.0,1880.0,4837.0,1517.0,5863.0,4557.0,678.0,7501.0,9821.0,6771.0,4063.0,4849.0,431.0,533.0,343.0,2614.0,104162.0,1219246.0,1648187.318081
sub-NDARUY379PT5,992.0,588.0,2027.0,1453.0,399.0,3162.0,5554.0,3325.0,1068.0,5542.0,2109.0,2815.0,2154.0,3781.0,711.0,1348.0,1529.0,812.0,1683.0,1414.0,4531.0,1304.0,5303.0,4250.0,476.0,5245.0,7017.0,6602.0,3815.0,4533.0,384.0,548.0,410.0,2206.0,89087.6,1027396.0,1529082.607044
sub-NDARUY549PGQ,960.0,788.0,3386.0,1582.0,447.0,3222.0,5344.0,3918.0,895.0,5435.0,2516.0,3484.0,1733.0,3954.0,734.0,1547.0,1812.0,965.0,1931.0,1558.0,4418.0,1451.0,5140.0,3970.0,590.0,7076.0,7420.0,6812.0,4252.0,3502.0,353.0,500.0,412.0,2303.0,94409.1,1106596.0,1508610.597714
sub-NDARUY720JW1,857.0,752.0,2180.0,1699.0,570.0,3210.0,7122.0,3687.0,1144.0,4885.0,2598.0,3138.0,2231.0,4009.0,696.0,1417.0,1511.0,1022.0,1626.0,1533.0,4284.0,1403.0,5088.0,4327.0,664.0,6616.0,7451.0,6746.0,3803.0,4113.0,356.0,548.0,289.0,2408.0,93981.6,1188790.0,1591938.127795
sub-NDARUY730ANT,977.0,568.0,2176.0,1663.0,362.0,3420.0,5779.0,3362.0,1173.0,6833.0,2488.0,3934.0,1765.0,3814.0,700.0,1553.0,1166.0,942.0,1632.0,2043.0,4224.0,1323.0,5437.0,4140.0,619.0,6288.0,7591.0,5210.0,4009.0,4227.0,384.0,445.0,318.0,2349.0,92913.9,1057902.0,1463149.877952
sub-NDARUY876VL1,1105.0,967.0,2073.0,1537.0,418.0,3220.0,6114.0,3122.0,1016.0,5712.0,2806.0,2997.0,2138.0,3503.0,698.0,1401.0,1418.0,1001.0,1472.0,1114.0,4319.0,1145.0,4924.0,5125.0,681.0,6872.0,7300.0,7214.0,4330.0,4027.0,364.0,465.0,381.0,2319.0,93298.5,1180097.0,1574396.690379
sub-NDARUZ056AC3,1053.0,740.0,2158.0,1548.0,562.0,3451.0,7288.0,4092.0,1077.0,5797.0,2317.0,3399.0,1854.0,4425.0,648.0,1500.0,1279.0,958.0,1736.0,1601.0,4414.0,1290.0,5327.0,4678.0,660.0,5804.0,7392.0,7093.0,4206.0,3952.0,394.0,456.0,433.0,2382.0,95963.2,1190792.0,1624761.429545
sub-NDARUZ200NRJ,988.0,684.0,2392.0,2156.0,516.0,2836.0,6492.0,3713.0,1005.0,5238.0,2266.0,3630.0,1936.0,3887.0,496.0,1494.0,1584.0,801.0,1416.0,1910.0,4471.0,1178.0,4865.0,4263.0,473.0,6526.0,7421.0,6291.0,4066.0,4493.0,343.0,477.0,339.0,2006.0,92650.5,1107337.0,1529351.060183
sub-NDARUZ206DRV,905.0,519.0,2025.0,1540.0,451.0,3140.0,5274.0,3106.0,937.0,5385.0,1900.0,2691.0,1936.0,3268.0,530.0,1580.0,1352.0,768.0,1442.0,1081.0,3887.0,1022.0,4523.0,3836.0,695.0,4840.0,6488.0,5700.0,4030.0,3857.0,254.0,496.0,407.0,1978.0,81846.2,971769.0,1440041.999266
sub-NDARUZ221YL6,962.0,484.0,2350.0,1767.0,468.0,2884.0,6201.0,3088.0,962.0,6037.0,2570.0,2662.0,1904.0,3284.0,602.0,1387.0,1691.0,774.0,1864.0,1404.0,4898.0,913.0,5456.0,4790.0,446.0,6996.0,7245.0,6234.0,4320.0,5181.0,327.0,728.0,414.0,2374.0,93666.7,1110266.0,1569617.272665
sub-NDARUZ368BT4,1076.0,678.0,2020.0,1382.0,391.0,2959.0,6174.0,3053.0,1057.0,5264.0,2779.0,2780.0,2133.0,3855.0,696.0,1324.0,1346.0,941.0,1636.0,1430.0,3785.0,1138.0,4721.0,4074.0,726.0,6157.0,7264.0,5257.0,3886.0,3251.0,352.0,431.0,310.0,2300.0,86630.2,1072284.0,1419739.522509
sub-NDARUZ408MRL,1059.0,747.0,2380.0,1767.0,523.0,3333.0,6316.0,3939.0,1203.0,5507.0,2508.0,3667.0,1984.0,3927.0,627.0,1724.0,1330.0,1106.0,2237.0,1944.0,4409.0,1322.0,5460.0,4977.0,674.0,7213.0,8288.0,5799.0,4343.0,4200.0,266.0,574.0,405.0,2651.0,98409.0,1271044.15152,1697722.965078
sub-NDARUZ795GRG,1033.0,658.0,1817.0,1747.0,495.0,4062.0,7005.0,3428.0,1185.0,6395.0,2912.0,3531.0,2350.0,4577.0,660.0,1738.0,1567.0,1103.0,1921.0,1952.0,5005.0,1256.0,5335.0,4460.0,546.0,6354.0,8035.0,6395.0,4393.0,5299.0,414.0,704.0,377.0,3123.0,101832.0,1291006.0,1797889.186143
sub-NDARUZ818ADU,1213.0,597.0,2662.0,1956.0,474.0,3285.0,6658.0,3425.0,946.0,6134.0,2621.0,3947.0,2167.0,3940.0,659.0,1553.0,1646.0,861.0,1779.0,2193.0,4189.0,1177.0,5542.0,4140.0,693.0,6594.0,7457.0,4883.0,4370.0,3593.0,391.0,552.0,435.0,2621.0,95354.3,1213073.0,1622791.755194
sub-NDARUZ859WCN,1064.0,850.0,2474.0,2111.0,593.0,3827.0,6579.0,4084.0,1073.0,6353.0,3268.0,3815.0,2268.0,4260.0,692.0,1562.0,1410.0,1214.0,2110.0,1853.0,4324.0,1379.0,5391.0,4639.0,700.0,7723.0,8630.0,6406.0,3902.0,4322.0,417.0,633.0,361.0,2904.0,103192.0,1278951.0,1703981.073664
sub-NDARVA284CL4,1077.0,760.0,2357.0,2053.0,569.0,3488.0,6360.0,3877.0,970.0,6431.0,2518.0,3593.0,1979.0,3785.0,650.0,1558.0,1312.0,983.0,1479.0,2039.0,4183.0,1427.0,5017.0,3776.0,759.0,6170.0,7612.0,5639.0,3751.0,3791.0,332.0,523.0,343.0,2316.0,93477.4,1139396.0,1532507.142487
sub-NDARVA602LMV,1245.0,1043.0,1712.0,1397.0,416.0,2959.0,6473.0,2915.0,976.0,5218.0,2808.0,3090.0,1870.0,4066.0,650.0,1683.0,1454.0,1019.0,1985.0,1465.0,3657.0,1350.0,4792.0,4129.0,848.0,6852.0,7239.0,5393.0,4355.0,3752.0,353.0,562.0,397.0,2694.0,90820.6,1238507.147642,1569996.373907
sub-NDARVA930UA3,1038.0,734.0,2473.0,1932.0,516.0,3755.0,5406.0,4243.0,1042.0,6277.0,2322.0,3349.0,2368.0,4292.0,605.0,1968.0,1429.0,798.0,1709.0,1836.0,3929.0,1353.0,4914.0,4354.0,708.0,7039.0,8255.0,5303.0,3994.0,4038.0,363.0,685.0,369.0,2492.0,95889.8,1159386.0,1598160.351238
sub-NDARVB012UWL,949.0,625.0,1569.0,1399.0,409.0,2668.0,6308.0,3096.0,1142.0,4975.0,2518.0,3259.0,1839.0,3455.0,610.0,1208.0,1162.0,891.0,1766.0,1581.0,3641.0,1089.0,4366.0,3585.0,510.0,6217.0,6350.0,5478.0,3460.0,3100.0,302.0,512.0,332.0,2308.0,82681.3,1040672.0,1389697.970226
sub-NDARVB04TJA,970.0,663.0,2056.0,1530.0,542.0,3476.0,6622.0,4081.0,1070.0,5868.0,3332.0,3123.0,2526.0,4326.0,596.0,1861.0,1459.0,1163.0,1674.0,1286.0,4575.0,1273.0,4968.0,4490.0,542.0,7147.0,8414.0,7035.0,4523.0,4681.0,407.0,513.0,437.0,2722.0,99952.4,1232511.0,1693876.195599
sub-NDARVB091TPK,1115.0,816.0,2042.0,1695.0,460.0,3114.0,5468.0,3790.0,1042.0,6098.0,2732.0,3614.0,2136.0,4101.0,640.0,1371.0,1298.0,1007.0,1639.0,1623.0,4327.0,1249.0,5146.0,4047.0,717.0,6823.0,7283.0,5759.0,4236.0,4259.0,431.0,509.0,386.0,2682.0,93653.5,1190596.0,1593601.523638
sub-NDARVB151GXF,1438.0,1057.0,2705.0,1872.0,720.0,3735.0,8062.0,3982.0,1179.0,6210.0,3087.0,4046.0,2369.0,4435.0,614.0,1231.0,1652.0,1086.0,1746.0,1874.0,5047.0,1281.0,5482.0,4935.0,823.0,8397.0,9464.0,6527.0,5122.0,4253.0,438.0,724.0,447.0,2677.0,108716.0,1295664.0,1737275.517385
sub-NDARVB297WUM,980.0,437.0,1700.0,1592.0,395.0,3104.0,4524.0,2849.0,987.0,5088.0,2528.0,3199.0,1484.0,3452.0,554.0,1495.0,1289.0,775.0,1347.0,1520.0,4298.0,1087.0,5140.0,4180.0,377.0,4819.0,7124.0,5791.0,4455.0,3525.0,341.0,580.0,425.0,2123.0,83562.7,1046526.0,1433456.155014
