rh.aparc.area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARAA075AMK,992.0,673.0,2537.0,1519.0,420.0,3418.0,6494.0,3250.0,1053.0,4919.0,2491.0,3064.0,2215.0,3724.0,600.0,1570.0,1484.0,922.0,1717.0,1439.0,4825.0,1404.0,5491.0,4143.0,541.0,6904.0,7872.0,5168.0,4166.0,3888.0,393.0,423.0,357.0,2448.0,92527.4,1160787.0,1541168.960354
sub-NDARAA306NT2,735.0,667.0,1822.0,1305.0,356.0,2608.0,4844.0,3177.0,744.0,4814.0,2511.0,2599.0,1956.0,3069.0,646.0,1548.0,1165.0,737.0,1648.0,1332.0,3720.0,1062.0,4081.0,3279.0,583.0,5520.0,6449.0,4581.0,3610.0,3405.0,335.0,481.0,289.0,2324.0,78001.3,971588.0,1386474.818292
sub-NDARAA396TWZ,1184.0,922.0,2126.0,1704.0,499.0,3570.0,6366.0,3423.0,1031.0,6049.0,2644.0,3334.0,2088.0,3746.0,656.0,1477.0,1617.0,1060.0,1973.0,1721.0,4308.0,1484.0,4992.0,4029.0,577.0,5888.0,7476.0,5712.0,4664.0,4450.0,364.0,592.0,417.0,2566.0,94707.4,1214091.0,1605523.615153
sub-NDARAA504CRN,922.0,650.0,1622.0,1507.0,362.0,2670.0,5911.0,2897.0,786.0,4644.0,2147.0,3103.0,1775.0,3505.0,561.0,1500.0,1194.0,800.0,1418.0,1502.0,3530.0,1162.0,4310.0,3712.0,379.0,5792.0,6504.0,4857.0,3621.0,3817.0,381.0,402.0,310.0,1957.0,80208.8,995297.0,1341521.870666
sub-NDARAA536PTU,962.0,919.0,2243.0,1953.0,502.0,3792.0,6042.0,3931.0,1121.0,5812.0,2848.0,3888.0,2180.0,4131.0,618.0,1573.0,1595.0,1025.0,1987.0,1957.0,4452.0,1489.0,5276.0,4038.0,723.0,7119.0,8673.0,5060.0,4674.0,3735.0,456.0,506.0,442.0,2745.0,98467.8,1205728.0,1666859.877879
sub-NDARAA947ZG5,886.0,644.0,2139.0,1484.0,405.0,2818.0,5890.0,3461.0,1051.0,4827.0,2196.0,3279.0,1742.0,3559.0,681.0,1948.0,1559.0,546.0,1520.0,1515.0,4131.0,1366.0,4990.0,3765.0,395.0,5126.0,6996.0,5676.0,4661.0,3724.0,319.0,503.0,360.0,2285.0,86449.0,1122702.0,1584589.261499
sub-NDARAA948VFH,809.0,521.0,2035.0,1835.0,447.0,3164.0,4823.0,3110.0,884.0,6583.0,2033.0,3972.0,1787.0,3193.0,643.0,1505.0,1395.0,707.0,1385.0,2027.0,4036.0,1156.0,4462.0,4198.0,480.0,5183.0,6097.0,5003.0,3376.0,3158.0,317.0,422.0,328.0,2043.0,83116.4,1015221.0,1390168.361524
sub-NDARAB055BPR,743.0,569.0,1771.0,1622.0,331.0,2902.0,5020.0,2849.0,972.0,4854.0,2645.0,3723.0,1849.0,3168.0,638.0,1630.0,1091.0,903.0,1332.0,1881.0,3902.0,1221.0,4967.0,3623.0,610.0,5248.0,6876.0,4882.0,4269.0,4152.0,363.0,492.0,477.0,2281.0,83860.9,914263.0,1415822.253019
sub-NDARAB282FDJ,912.0,721.0,2825.0,1872.0,470.0,3405.0,6305.0,3871.0,1394.0,6478.0,3030.0,3969.0,2274.0,4483.0,670.0,1694.0,2047.0,1091.0,2092.0,2126.0,4196.0,1472.0,5400.0,4882.0,961.0,7110.0,8936.0,5913.0,4337.0,4537.0,397.0,629.0,447.0,2821.0,103764.0,1268267.151189,1702362.391749
sub-NDARAB348EWR,1079.0,718.0,2577.0,1829.0,589.0,3571.0,7258.0,3376.0,1207.0,5734.0,2787.0,2866.0,2109.0,3792.0,541.0,1535.0,1742.0,877.0,1948.0,1446.0,4234.0,1416.0,5783.0,4995.0,620.0,6234.0,7908.0,6621.0,4153.0,3565.0,313.0,524.0,397.0,2112.0,96454.3,1180790.0,1626880.832815
sub-NDARAB458VK9,1090.0,836.0,2391.0,1404.0,492.0,3210.0,6734.0,3842.0,1119.0,4918.0,3109.0,2917.0,2254.0,4329.0,632.0,1471.0,1443.0,965.0,1599.0,1289.0,4221.0,1312.0,4353.0,4758.0,707.0,6461.0,8649.0,5839.0,4473.0,4132.0,393.0,544.0,397.0,2412.0,94694.5,1162184.0,1592137.582949
sub-NDARAB514MAJ,1382.0,737.0,2635.0,1624.0,618.0,3967.0,7729.0,4716.0,1026.0,6191.0,3005.0,3375.0,2379.0,4840.0,690.0,1772.0,1885.0,1072.0,1870.0,1708.0,5236.0,1489.0,5059.0,4308.0,750.0,7610.0,9755.0,5923.0,4518.0,5457.0,375.0,694.0,359.0,2654.0,107409.0,1245816.0,1685202.523225
sub-NDARAB653ZXP,1262.0,871.0,2592.0,2052.0,483.0,3475.0,6777.0,3567.0,1058.0,6457.0,2901.0,3830.0,2518.0,4046.0,836.0,1627.0,1423.0,1066.0,1803.0,1755.0,4165.0,1294.0,5253.0,4505.0,694.0,7894.0,8733.0,5409.0,3880.0,4079.0,435.0,556.0,397.0,2495.0,100191.0,1308976.0,1775143.037913
sub-NDARAB678VYW,1088.0,935.0,2555.0,2067.0,588.0,3969.0,6542.0,4171.0,1186.0,6995.0,3248.0,4186.0,2489.0,4377.0,724.0,1773.0,1371.0,1095.0,1800.0,1980.0,4671.0,1393.0,6154.0,5155.0,792.0,8147.0,9571.0,6292.0,4743.0,4346.0,467.0,568.0,424.0,2593.0,108455.0,1421311.0,1997216.757544
sub-NDARAB708LM5,1031.0,767.0,2780.0,1946.0,524.0,3901.0,6200.0,4103.0,1273.0,5958.0,3042.0,3752.0,2326.0,4257.0,782.0,1704.0,1281.0,1067.0,1595.0,2014.0,5120.0,1066.0,6267.0,4833.0,775.0,7606.0,9213.0,5810.0,4593.0,4418.0,404.0,554.0,333.0,2400.0,103693.0,1349620.0,1826159.068643
sub-NDARAB756JDJ,1254.0,695.0,2574.0,1905.0,402.0,3507.0,7146.0,4560.0,1312.0,5769.0,3330.0,2796.0,2390.0,5064.0,832.0,1449.0,1379.0,1175.0,2072.0,1756.0,4257.0,1335.0,5803.0,4681.0,693.0,8186.0,8918.0,6022.0,4803.0,4316.0,427.0,486.0,465.0,2576.0,104337.0,1231531.0,1688611.860434
sub-NDARAB977GFB,1011.0,752.0,2504.0,1407.0,378.0,2975.0,5325.0,3035.0,825.0,4977.0,2352.0,2978.0,1751.0,3530.0,595.0,1362.0,1358.0,938.0,1317.0,1497.0,3192.0,1055.0,4939.0,2932.0,578.0,5771.0,7548.0,3457.0,3617.0,2876.0,358.0,350.0,375.0,2322.0,80236.1,1005026.0,1368964.403724
sub-NDARAC296UCB,913.0,1377.0,2876.0,1790.0,394.0,3183.0,6161.0,3984.0,994.0,5859.0,2881.0,4004.0,2417.0,4820.0,735.0,1617.0,1674.0,934.0,1810.0,1777.0,4247.0,1637.0,5530.0,4596.0,945.0,7123.0,7981.0,6722.0,4105.0,3843.0,438.0,475.0,420.0,2470.0,100730.0,1294257.0,1796360.119417
sub-NDARAC331VEH,1005.0,694.0,2358.0,1716.0,581.0,3129.0,5290.0,3868.0,933.0,5643.0,3202.0,3813.0,2178.0,3588.0,637.0,1438.0,1763.0,1113.0,1848.0,1762.0,3929.0,1114.0,5116.0,4636.0,617.0,6217.0,7136.0,5657.0,3725.0,3903.0,386.0,594.0,397.0,2563.0,92546.9,1132880.0,1547490.371584
sub-NDARAC349YUC,1185.0,818.0,2512.0,1733.0,440.0,3775.0,7925.0,3135.0,1010.0,6028.0,2962.0,2858.0,2130.0,3947.0,802.0,1657.0,1584.0,1107.0,1659.0,1479.0,4356.0,1339.0,5617.0,4404.0,637.0,7199.0,8590.0,7239.0,4401.0,4029.0,337.0,568.0,482.0,2556.0,100498.0,1179952.0,1659666.636312
sub-NDARAC350BZ0,939.0,708.0,2261.0,1349.0,546.0,3195.0,6848.0,3718.0,870.0,5757.0,2381.0,3351.0,1954.0,3681.0,659.0,1671.0,1124.0,745.0,1271.0,1589.0,4128.0,1288.0,4845.0,3463.0,821.0,6516.0,7510.0,4885.0,3241.0,3459.0,436.0,505.0,312.0,2356.0,88383.0,1171620.0,1595588.015894
sub-NDARAC350XUM,1225.0,793.0,2545.0,1564.0,490.0,2989.0,8170.0,3308.0,1112.0,5115.0,2985.0,2933.0,1709.0,4400.0,670.0,1829.0,1483.0,1072.0,2179.0,1422.0,5419.0,1395.0,5790.0,4954.0,783.0,7662.0,8205.0,7072.0,5188.0,4754.0,354.0,502.0,432.0,2706.0,103206.0,1196473.0,1757500.37791
sub-NDARAC462DZH,790.0,606.0,2521.0,2039.0,381.0,3186.0,5836.0,3439.0,1057.0,6907.0,2186.0,3847.0,1959.0,3689.0,629.0,1359.0,1629.0,685.0,1360.0,2061.0,4484.0,1315.0,5822.0,3315.0,471.0,5337.0,7649.0,5242.0,3590.0,4064.0,391.0,633.0,398.0,2405.0,91281.2,1169603.0,1635700.981782
sub-NDARAC495TJ2,883.0,515.0,1860.0,1355.0,370.0,3128.0,5108.0,2675.0,917.0,4181.0,2053.0,2492.0,1631.0,2943.0,674.0,1385.0,1067.0,626.0,1213.0,1342.0,3585.0,1184.0,4101.0,3566.0,615.0,4398.0,6379.0,4851.0,3408.0,3578.0,297.0,471.0,324.0,2546.0,75723.8,991564.0,1377241.757036
sub-NDARAC589YMB,840.0,593.0,1526.0,1515.0,518.0,2910.0,5663.0,2934.0,1002.0,6213.0,2325.0,2956.0,1740.0,3193.0,608.0,1544.0,1051.0,861.0,1804.0,1620.0,3722.0,1053.0,4442.0,3825.0,518.0,5757.0,6624.0,5411.0,3667.0,3322.0,349.0,494.0,310.0,2290.0,83199.5,1112331.0,1524062.381606
sub-NDARAC688ZM5,1096.0,698.0,2568.0,1484.0,449.0,3242.0,5471.0,3751.0,815.0,4940.0,2008.0,3631.0,1890.0,3591.0,564.0,1242.0,1494.0,725.0,1418.0,1361.0,2678.0,1090.0,5316.0,3290.0,610.0,5544.0,8073.0,4452.0,3614.0,3103.0,316.0,465.0,360.0,2211.0,83561.5,1139080.0,1527800.599031
sub-NDARAC853CR6,1175.0,1151.0,3179.0,1978.0,488.0,3659.0,7327.0,4073.0,1101.0,5741.0,3314.0,3908.0,2627.0,4401.0,706.0,1812.0,1430.0,1106.0,1698.0,1776.0,4713.0,1777.0,6105.0,4333.0,846.0,6537.0,9383.0,6973.0,4379.0,4268.0,413.0,471.0,383.0,2362.0,105591.0,1332233.0,1777413.758288
sub-NDARAC857HDB,664.0,599.0,2108.0,1535.0,433.0,2241.0,4146.0,2413.0,1002.0,4357.0,2460.0,2347.0,1377.0,3089.0,548.0,1412.0,1185.0,603.0,1326.0,1206.0,3784.0,1179.0,5187.0,3952.0,322.0,3908.0,5768.0,5156.0,3237.0,3296.0,269.0,650.0,358.0,2156.0,74273.5,938081.0,1522853.34076
sub-NDARAD224CRB,957.0,1093.0,1837.0,2062.0,442.0,3366.0,5057.0,2980.0,1100.0,6270.0,2761.0,3608.0,2108.0,3266.0,753.0,1722.0,1344.0,970.0,1660.0,1838.0,4151.0,1583.0,4838.0,4689.0,720.0,6624.0,8169.0,6341.0,4355.0,4399.0,337.0,581.0,446.0,2869.0,95296.6,1223728.0,1686683.741044
sub-NDARAD232HVV,1339.0,1028.0,1939.0,1721.0,352.0,3335.0,7948.0,3714.0,986.0,6103.0,2773.0,3149.0,1790.0,4719.0,763.0,2012.0,1544.0,960.0,1816.0,1677.0,5282.0,1580.0,5503.0,4208.0,689.0,7548.0,7525.0,6710.0,4571.0,4334.0,376.0,471.0,494.0,2566.0,101526.0,1084694.0,1640368.03983
sub-NDARAD256AHU,868.0,622.0,1846.0,1725.0,506.0,2734.0,5017.0,3224.0,1166.0,4755.0,2581.0,3013.0,1908.0,3335.0,524.0,1324.0,1119.0,791.0,1541.0,1826.0,3683.0,1370.0,4357.0,3828.0,493.0,4851.0,6260.0,4807.0,3608.0,4102.0,310.0,618.0,354.0,2329.0,81396.8,1099007.262024,1466965.912393
sub-NDARAD269FZD,940.0,765.0,2339.0,2029.0,507.0,3408.0,7010.0,3801.0,1208.0,6550.0,2605.0,3481.0,2114.0,3800.0,597.0,1409.0,1514.0,1020.0,1955.0,1799.0,4713.0,1299.0,5328.0,5196.0,840.0,6774.0,6736.0,5937.0,3851.0,4430.0,483.0,636.0,396.0,2335.0,97806.2,1255414.0,1756676.296067
sub-NDARAD481FXF,945.0,866.0,2647.0,1632.0,469.0,3087.0,5977.0,3642.0,1045.0,5232.0,2774.0,4006.0,2199.0,3853.0,710.0,1634.0,1658.0,1034.0,1814.0,1921.0,4156.0,1429.0,6003.0,4223.0,666.0,6125.0,8167.0,6173.0,4340.0,4064.0,386.0,500.0,407.0,2497.0,96282.0,1240114.0,1748957.203839
sub-NDARAD571FLB,518.0,468.0,2093.0,1056.0,276.0,1674.0,2697.0,1408.0,552.0,2884.0,1467.0,1830.0,1120.0,1728.0,416.0,1187.0,979.0,563.0,1027.0,916.0,2776.0,755.0,4093.0,2180.0,269.0,4042.0,6098.0,3020.0,2590.0,1760.0,320.0,466.0,243.0,1549.0,55019.5,781612.0,1095174.53215
sub-NDARAD615WLJ,1254.0,998.0,2691.0,2074.0,607.0,3983.0,6400.0,4443.0,1109.0,7100.0,3513.0,3662.0,2323.0,4691.0,626.0,2667.0,2004.0,1392.0,2899.0,1901.0,3156.0,1702.0,5312.0,4737.0,854.0,9743.0,12083.0,5719.0,5234.0,3004.0,449.0,784.0,481.0,2847.0,112444.0,1351111.0,1835417.395698
sub-NDARAD703XA2,1239.0,894.0,2188.0,1902.0,476.0,3228.0,6714.0,3442.0,921.0,6410.0,2509.0,3336.0,1860.0,4067.0,728.0,1478.0,1562.0,985.0,1563.0,1521.0,4503.0,1274.0,4845.0,3767.0,698.0,6716.0,6985.0,5700.0,4127.0,3677.0,386.0,467.0,401.0,2158.0,92727.9,1127037.0,1556573.25579
sub-NDARAE012DGA,1034.0,895.0,1796.0,1596.0,567.0,3196.0,6205.0,3623.0,1125.0,4763.0,2777.0,2982.0,2117.0,3527.0,622.0,1278.0,1441.0,998.0,1992.0,1359.0,4236.0,1445.0,5148.0,4202.0,655.0,7201.0,6323.0,5173.0,4259.0,5023.0,318.0,671.0,379.0,2488.0,91412.8,1056117.0,1515474.038043
sub-NDARAE199TDD,819.0,581.0,1876.0,2216.0,376.0,3574.0,5142.0,3638.0,931.0,6067.0,3318.0,3919.0,2397.0,3614.0,546.0,1584.0,1402.0,1061.0,1744.0,2152.0,4768.0,1348.0,5142.0,5526.0,551.0,7626.0,7592.0,7465.0,4034.0,4024.0,440.0,468.0,333.0,2466.0,98737.5,1161811.0,1568582.387561
sub-NDARAE270LEZ,1069.0,761.0,2186.0,1611.0,368.0,3021.0,5556.0,3562.0,1309.0,4299.0,2427.0,2561.0,1992.0,3965.0,753.0,1682.0,1073.0,870.0,1512.0,1482.0,4191.0,1394.0,5922.0,3684.0,659.0,6398.0,8943.0,5513.0,3588.0,3827.0,367.0,429.0,332.0,2338.0,89644.7,1173479.0,1674559.364992
sub-NDARAE358VBE,795.0,609.0,1724.0,2052.0,444.0,2550.0,5043.0,3354.0,812.0,5408.0,2124.0,3653.0,1593.0,3515.0,579.0,1558.0,1282.0,826.0,1199.0,2060.0,4251.0,1154.0,4853.0,3831.0,346.0,5005.0,7008.0,6190.0,3202.0,3096.0,349.0,533.0,306.0,1777.0,83082.9,991189.0,1400237.993664
sub-NDARAE540FCG,981.0,721.0,2184.0,1488.0,417.0,2943.0,5306.0,3365.0,942.0,4918.0,2775.0,3282.0,2371.0,3566.0,565.0,1917.0,1239.0,1058.0,1539.0,1606.0,4306.0,1361.0,4807.0,4164.0,616.0,6645.0,8091.0,5517.0,4006.0,4030.0,329.0,456.0,324.0,2387.0,90221.9,1085057.0,1494748.14145
sub-NDARAE839XXL,807.0,718.0,2460.0,2094.0,551.0,4311.0,6930.0,4119.0,1144.0,6244.0,2685.0,4194.0,1876.0,3452.0,651.0,1632.0,1586.0,1029.0,2079.0,1957.0,4906.0,1274.0,5301.0,4998.0,536.0,6833.0,7860.0,6980.0,4288.0,4805.0,334.0,674.0,438.0,2339.0,102088.0,1261701.0,1812004.675676
sub-NDARAE854KGZ,1044.0,637.0,1623.0,1266.0,367.0,2557.0,5129.0,2783.0,814.0,4532.0,2132.0,3355.0,1617.0,3400.0,664.0,1402.0,1269.0,772.0,1511.0,1343.0,3286.0,1197.0,4302.0,3659.0,422.0,5339.0,6460.0,4442.0,3806.0,3715.0,330.0,468.0,343.0,2722.0,78707.5,1028197.0,1445499.078132
sub-NDARAE877NER,1056.0,1054.0,2824.0,1705.0,561.0,3423.0,6414.0,4038.0,1148.0,5113.0,2624.0,3236.0,2286.0,4536.0,689.0,1501.0,1628.0,1003.0,2009.0,1598.0,4316.0,1655.0,5028.0,4271.0,777.0,7357.0,7490.0,5731.0,4131.0,4693.0,292.0,493.0,362.0,2385.0,97426.1,1195647.0,1589715.402626
sub-NDARAF440XWG,988.0,624.0,1781.0,1417.0,351.0,2572.0,6520.0,3148.0,920.0,4647.0,1849.0,3196.0,1626.0,4123.0,524.0,1549.0,1400.0,639.0,1375.0,1295.0,4216.0,1245.0,4511.0,4150.0,468.0,3590.0,5798.0,6096.0,3902.0,3969.0,303.0,417.0,422.0,2272.0,81901.7,962741.0,1410696.862587
sub-NDARAF535XK6,764.0,545.0,1397.0,1586.0,370.0,2594.0,4802.0,2908.0,913.0,4379.0,2350.0,3494.0,1656.0,3279.0,614.0,1162.0,1389.0,823.0,1686.0,1535.0,3550.0,1017.0,4111.0,3929.0,486.0,5206.0,6272.0,5193.0,3621.0,3599.0,348.0,451.0,403.0,2179.0,78612.6,952247.0,1346145.456652
sub-NDARAF628ND6,888.0,703.0,2164.0,1651.0,424.0,3304.0,5517.0,3616.0,1056.0,5881.0,2374.0,3798.0,1889.0,3940.0,533.0,1414.0,1398.0,749.0,1740.0,1737.0,4539.0,1385.0,4608.0,3908.0,617.0,6079.0,6429.0,4849.0,3621.0,3969.0,357.0,529.0,354.0,2466.0,88486.3,1091983.0,1500778.089389
sub-NDARAG115LZP,1194.0,1179.0,2278.0,1801.0,445.0,3684.0,7081.0,3697.0,1099.0,5547.0,2781.0,3642.0,2466.0,4453.0,745.0,1319.0,1936.0,1080.0,2470.0,2028.0,4295.0,1842.0,4873.0,4290.0,804.0,7351.0,8211.0,5985.0,3964.0,3852.0,398.0,531.0,379.0,2601.0,100304.0,1161416.0,1589577.625747
sub-NDARAG191AE8,1313.0,824.0,2499.0,1737.0,439.0,3898.0,6148.0,4023.0,1058.0,6435.0,3183.0,3525.0,2344.0,4427.0,838.0,1671.0,1370.0,1169.0,1726.0,1614.0,4902.0,1614.0,5274.0,4114.0,769.0,8092.0,7602.0,6275.0,4720.0,5119.0,371.0,527.0,407.0,2393.0,102417.0,1312897.0,1739973.907303
sub-NDARAG340ERT,1199.0,1042.0,2701.0,1615.0,389.0,3415.0,7428.0,3812.0,1234.0,4885.0,2669.0,3394.0,2169.0,4610.0,839.0,1699.0,1400.0,1045.0,1566.0,1650.0,4127.0,1836.0,5338.0,4772.0,822.0,7320.0,7610.0,6235.0,4633.0,4709.0,438.0,548.0,427.0,2841.0,100419.0,1349911.0,1863148.11715
sub-NDARAG429CGW,1304.0,749.0,2446.0,1697.0,464.0,3507.0,7552.0,4126.0,838.0,5737.0,3246.0,3523.0,2461.0,4742.0,676.0,1699.0,1525.0,978.0,1709.0,1975.0,5023.0,1266.0,5206.0,4259.0,750.0,7227.0,7174.0,6118.0,4443.0,4450.0,388.0,558.0,360.0,2759.0,100934.0,1294881.0,1686633.953804
sub-NDARAG610XL4,869.0,609.0,2170.0,1829.0,363.0,2353.0,4866.0,2818.0,1108.0,4771.0,1464.0,2775.0,1272.0,2992.0,513.0,1195.0,1172.0,607.0,1251.0,1460.0,3152.0,1136.0,4139.0,3753.0,391.0,5473.0,5633.0,5041.0,3607.0,2925.0,265.0,458.0,322.0,1998.0,74748.8,930854.0,1374647.510011
sub-NDARAG644KE3,1001.0,849.0,1925.0,1717.0,494.0,3337.0,5234.0,3018.0,769.0,5300.0,2720.0,3839.0,2164.0,3427.0,656.0,1683.0,1311.0,1076.0,2323.0,1891.0,3029.0,1216.0,4838.0,3131.0,553.0,8937.0,8100.0,3848.0,4011.0,2617.0,418.0,574.0,349.0,2097.0,88450.6,1122797.0,1516667.303313
sub-NDARAG788YV9,990.0,895.0,2754.0,1704.0,435.0,2967.0,5809.0,3871.0,1180.0,5474.0,3457.0,3626.0,2484.0,4262.0,644.0,1527.0,1857.0,971.0,1741.0,1642.0,4409.0,1580.0,4984.0,4962.0,652.0,6695.0,8499.0,6473.0,4311.0,5442.0,468.0,596.0,396.0,2560.0,100315.0,1246140.0,1696625.226661
sub-NDARAG798WM7,1273.0,990.0,2101.0,1790.0,560.0,3315.0,5568.0,3529.0,925.0,4997.0,2942.0,2878.0,2305.0,3938.0,637.0,1433.0,1126.0,931.0,1606.0,1475.0,3942.0,1436.0,4662.0,3955.0,684.0,6876.0,7407.0,5462.0,4516.0,4796.0,365.0,508.0,355.0,2524.0,91804.2,1148647.0,1577569.525325
sub-NDARAH129BMC,1336.0,758.0,2733.0,1800.0,540.0,3732.0,7318.0,4663.0,1251.0,5856.0,2492.0,3348.0,1971.0,4713.0,710.0,1374.0,1806.0,952.0,2159.0,1785.0,4092.0,1364.0,5337.0,4977.0,863.0,7019.0,8048.0,6240.0,4379.0,4162.0,366.0,475.0,345.0,2541.0,101504.0,1234379.0,1647616.514142
sub-NDARAH304ED7,853.0,746.0,1990.0,1479.0,459.0,2611.0,4526.0,3258.0,1004.0,4693.0,2157.0,2867.0,2072.0,3199.0,667.0,1294.0,1614.0,753.0,1542.0,1332.0,3741.0,1206.0,4713.0,4070.0,434.0,5638.0,6421.0,5201.0,3627.0,3082.0,381.0,448.0,369.0,1994.0,80444.3,1036224.0,1382466.520866
sub-NDARAH373VWM,921.0,618.0,2312.0,1632.0,493.0,3022.0,5185.0,3346.0,1038.0,4792.0,2507.0,3209.0,1944.0,3482.0,736.0,1213.0,1510.0,867.0,1703.0,1630.0,4148.0,947.0,4603.0,4391.0,633.0,6768.0,7003.0,5006.0,3810.0,3496.0,409.0,513.0,355.0,2606.0,86847.6,1209916.0,1745544.499802
sub-NDARAH503YG1,990.0,703.0,2133.0,2224.0,512.0,3158.0,5706.0,3506.0,1207.0,6046.0,3315.0,3650.0,2443.0,3907.0,636.0,1441.0,1238.0,1058.0,1720.0,1994.0,4555.0,1481.0,5237.0,4643.0,703.0,7278.0,8142.0,6404.0,4362.0,4289.0,438.0,522.0,399.0,2746.0,98785.6,1198843.0,1655652.309665
sub-NDARAH793FBF,746.0,704.0,2351.0,1909.0,497.0,2946.0,5900.0,3150.0,1092.0,6055.0,1696.0,3147.0,1566.0,3817.0,596.0,1533.0,1560.0,622.0,1308.0,1813.0,4754.0,1183.0,5386.0,3559.0,432.0,5060.0,6921.0,5848.0,3652.0,3955.0,386.0,461.0,273.0,2385.0,87262.9,1077259.0,1582493.646449
sub-NDARAH948UF0,1209.0,645.0,1315.0,1441.0,559.0,3186.0,7087.0,3588.0,833.0,4976.0,2937.0,2886.0,2276.0,4093.0,739.0,1613.0,1562.0,1037.0,2316.0,1477.0,3687.0,1298.0,4099.0,4106.0,692.0,6580.0,7244.0,6171.0,3640.0,4222.0,333.0,478.0,318.0,2713.0,91356.2,1128606.0,1569024.558955
sub-NDARAH976BND,926.0,941.0,1975.0,1742.0,444.0,3413.0,5476.0,3560.0,982.0,5745.0,2495.0,3805.0,2603.0,4065.0,658.0,1520.0,1502.0,923.0,2322.0,1737.0,4300.0,1251.0,4586.0,4797.0,660.0,6758.0,7505.0,6530.0,4517.0,4306.0,378.0,514.0,372.0,2543.0,95854.0,1134968.0,1552255.798052
sub-NDARAJ182PTB,1276.0,753.0,2429.0,1731.0,432.0,2859.0,5835.0,3386.0,936.0,4935.0,2540.0,3498.0,2144.0,3770.0,563.0,1619.0,1425.0,957.0,2111.0,1717.0,4219.0,1315.0,4745.0,4555.0,682.0,5659.0,7462.0,6275.0,4327.0,4775.0,358.0,525.0,400.0,2370.0,92581.5,1137409.0,1565937.434979
sub-NDARAJ366ZFA,834.0,563.0,1589.0,1592.0,340.0,2779.0,5225.0,3127.0,882.0,4685.0,2537.0,2836.0,2007.0,3653.0,641.0,1668.0,1069.0,980.0,1721.0,1304.0,3965.0,1179.0,4287.0,3645.0,462.0,5958.0,6379.0,5048.0,3713.0,3292.0,375.0,420.0,355.0,2243.0,81351.4,1008364.0,1414693.913744
sub-NDARAJ401AX3,851.0,491.0,1624.0,1362.0,330.0,2704.0,4563.0,2514.0,830.0,4035.0,2095.0,2751.0,1834.0,2844.0,496.0,1387.0,1230.0,684.0,1907.0,1440.0,3978.0,1020.0,4424.0,3949.0,336.0,5631.0,6797.0,4910.0,3204.0,3572.0,291.0,337.0,318.0,2268.0,77005.2,957177.0,1322469.858346
sub-NDARAJ674WJT,818.0,1175.0,2624.0,1572.0,425.0,3877.0,5493.0,3917.0,990.0,4335.0,2838.0,3258.0,2357.0,4172.0,675.0,1890.0,1361.0,1087.0,1907.0,1783.0,4261.0,1419.0,5259.0,3862.0,895.0,8115.0,8617.0,5290.0,4115.0,3722.0,411.0,505.0,322.0,2667.0,96010.4,1183561.0,1672889.376753
sub-NDARAJ689BVN,894.0,612.0,2102.0,2131.0,470.0,2820.0,5899.0,3381.0,1165.0,6774.0,2490.0,3648.0,2182.0,3687.0,559.0,1398.0,1581.0,878.0,1746.0,1931.0,4256.0,1247.0,5351.0,4150.0,459.0,5781.0,7083.0,6867.0,3997.0,4403.0,341.0,523.0,394.0,2361.0,93560.3,1160134.0,1626843.258856
sub-NDARAJ977PRJ,1261.0,838.0,2335.0,1926.0,419.0,3539.0,5720.0,3645.0,1007.0,6021.0,3026.0,3605.0,2223.0,3881.0,627.0,1835.0,1212.0,917.0,1595.0,1573.0,3997.0,1327.0,4639.0,4318.0,592.0,7309.0,8202.0,6340.0,4297.0,4502.0,341.0,456.0,398.0,2348.0,96273.3,1110426.0,1525417.000156
sub-NDARAK019ZR6,1134.0,688.0,1704.0,2120.0,397.0,3342.0,6698.0,2780.0,968.0,7699.0,2438.0,3570.0,1905.0,3862.0,579.0,1367.0,1291.0,855.0,1830.0,1873.0,4947.0,1001.0,4989.0,4349.0,623.0,6272.0,6806.0,6545.0,4253.0,4043.0,377.0,426.0,379.0,2313.0,94423.7,1110243.0,1558840.847042
sub-NDARAK078LMR,696.0,612.0,1689.0,1955.0,490.0,2708.0,4858.0,3576.0,1020.0,5153.0,2712.0,3869.0,2186.0,3496.0,581.0,1466.0,1354.0,1001.0,1927.0,2541.0,3519.0,1133.0,4614.0,3662.0,545.0,4793.0,7254.0,4735.0,3234.0,2912.0,404.0,625.0,275.0,2395.0,83987.6,1078130.0,1528471.926891
