lh.aparc.area,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARBD347AG0,1105.0,917.0,2166.0,1316.0,657.0,2965.0,5511.0,3348.0,1149.0,4829.0,2890.0,2668.0,2300.0,3752.0,648.0,1669.0,1909.0,839.0,1780.0,1516.0,3819.0,1375.0,4957.0,4456.0,758.0,6644.0,7490.0,6103.0,4246.0,4916.0,346.0,545.0,486.0,2253.0,92328.3,1232791.0,1614547.974264
sub-NDARBD992CH7,980.0,810.0,2168.0,1907.0,541.0,3923.0,5357.0,3958.0,1360.0,5874.0,3233.0,3697.0,1902.0,3642.0,725.0,1359.0,2405.0,769.0,2119.0,1701.0,5596.0,1313.0,5653.0,4866.0,982.0,6656.0,7508.0,6700.0,4827.0,4975.0,287.0,433.0,652.0,4090.0,102968.0,1244004.0,1894168.998725
sub-NDARBE091BGD,1418.0,694.0,1793.0,1761.0,541.0,2936.0,4422.0,3185.0,1018.0,5599.0,2414.0,3574.0,1703.0,3589.0,651.0,2069.0,1597.0,583.0,1170.0,1799.0,4940.0,1232.0,6013.0,3850.0,829.0,4163.0,7299.0,4293.0,4710.0,4806.0,256.0,579.0,574.0,2674.0,88733.8,1096639.0,1605787.077553
sub-NDARBE096YK6,1035.0,529.0,2527.0,1649.0,521.0,3125.0,3791.0,3186.0,951.0,4117.0,2432.0,3078.0,1576.0,3095.0,640.0,1452.0,1375.0,720.0,1339.0,1597.0,4599.0,1053.0,4678.0,3778.0,599.0,6000.0,7695.0,5309.0,4022.0,3963.0,286.0,417.0,475.0,2353.0,83962.0,1089573.0,1466317.122222
sub-NDARBE123PWH,986.0,572.0,2173.0,1195.0,517.0,2955.0,4690.0,3042.0,854.0,5658.0,2241.0,3107.0,1499.0,3216.0,612.0,1431.0,1822.0,674.0,1450.0,1337.0,4617.0,1112.0,5677.0,3165.0,633.0,4678.0,6608.0,5894.0,4237.0,3828.0,215.0,461.0,431.0,2528.0,84115.3,943744.0,1457118.26855
sub-NDARBE287EFC,1075.0,671.0,2340.0,1361.0,469.0,2790.0,4959.0,3228.0,856.0,4358.0,2571.0,3013.0,1389.0,3286.0,806.0,1310.0,1420.0,668.0,1346.0,1569.0,4432.0,1301.0,4778.0,3305.0,730.0,5278.0,7047.0,4965.0,3680.0,4324.0,298.0,470.0,402.0,2572.0,83066.9,1021338.0,1404632.857204
sub-NDARBE641DGZ,883.0,550.0,2308.0,1385.0,364.0,2929.0,4139.0,3113.0,1056.0,5210.0,2079.0,2975.0,1463.0,2925.0,547.0,1408.0,1217.0,561.0,959.0,1492.0,4570.0,1192.0,5008.0,3458.0,755.0,4857.0,7274.0,5579.0,3492.0,3438.0,272.0,529.0,457.0,1851.0,80296.5,837255.0,1267871.504619
sub-NDARBE719PMB,1080.0,797.0,2867.0,1304.0,435.0,2951.0,4946.0,3308.0,811.0,4828.0,2473.0,2416.0,1668.0,3540.0,752.0,1567.0,1681.0,664.0,1379.0,1187.0,4290.0,1115.0,5400.0,3403.0,835.0,5388.0,8310.0,5306.0,4424.0,4257.0,313.0,440.0,514.0,2261.0,86909.8,1144830.0,1657320.986656
sub-NDARBE912PB0,982.0,495.0,2396.0,1639.0,507.0,3120.0,4915.0,3050.0,1179.0,5233.0,2415.0,2806.0,1909.0,3520.0,669.0,1325.0,2298.0,766.0,1525.0,1319.0,5098.0,1101.0,5484.0,3965.0,647.0,5287.0,6900.0,6778.0,4531.0,4667.0,288.0,569.0,521.0,2324.0,90226.4,1104687.0,1572293.287785
sub-NDARBE942GVN,585.0,537.0,2289.0,1118.0,384.0,2242.0,3333.0,2222.0,988.0,5255.0,2131.0,2317.0,1398.0,2476.0,586.0,1075.0,1568.0,665.0,1512.0,1219.0,3357.0,1015.0,4645.0,3240.0,538.0,5763.0,6023.0,4774.0,3792.0,3850.0,236.0,435.0,529.0,2061.0,74156.8,1007887.0,1458616.39402
sub-NDARBF042LDM,1186.0,698.0,3657.0,1695.0,591.0,3846.0,5544.0,4666.0,1073.0,6248.0,3339.0,3513.0,2037.0,4439.0,689.0,1783.0,1963.0,941.0,1836.0,1826.0,5280.0,1541.0,5473.0,3846.0,857.0,8226.0,9817.0,6096.0,5027.0,4850.0,359.0,579.0,478.0,2792.0,106790.0,1297128.0,1782022.805547
sub-NDARBF183RFB,1486.0,572.0,2251.0,1351.0,461.0,3128.0,6069.0,3584.0,1215.0,4534.0,2914.0,2486.0,1846.0,3991.0,706.0,1170.0,1713.0,691.0,1519.0,969.0,4169.0,1314.0,4446.0,4075.0,791.0,5724.0,8164.0,6297.0,3940.0,4537.0,257.0,447.0,365.0,2285.0,89476.2,1097901.0,1476375.813127
sub-NDARBF293YRB,1224.0,677.0,3502.0,1462.0,566.0,3633.0,5764.0,3510.0,1308.0,5240.0,3022.0,2825.0,2205.0,3967.0,890.0,1597.0,1723.0,886.0,1517.0,1142.0,5169.0,1480.0,6346.0,4001.0,715.0,6259.0,9150.0,5981.0,4849.0,4843.0,304.0,715.0,580.0,2653.0,99702.5,1241167.0,1768361.345345
sub-NDARBF389RLF,958.0,600.0,2483.0,1541.0,392.0,3213.0,6062.0,3996.0,1401.0,6015.0,3011.0,3739.0,1781.0,3704.0,798.0,1501.0,1708.0,837.0,1504.0,1686.0,4884.0,1534.0,6134.0,4312.0,864.0,7002.0,9187.0,6647.0,4835.0,5686.0,307.0,472.0,588.0,3037.0,102426.0,1289546.0,1808773.878544
sub-NDARBF402JLH,1224.0,628.0,2267.0,1282.0,374.0,3131.0,4315.0,3768.0,1147.0,5675.0,2051.0,2286.0,1795.0,3869.0,603.0,1426.0,2343.0,704.0,1775.0,1410.0,3561.0,1212.0,5100.0,3250.0,672.0,7332.0,8208.0,4119.0,4936.0,3297.0,339.0,670.0,687.0,2242.0,87694.6,1041753.0,1519034.346217
sub-NDARBF805EHN,962.0,689.0,2965.0,1590.0,510.0,3373.0,4801.0,3622.0,1198.0,4880.0,2965.0,2476.0,2006.0,3779.0,642.0,1215.0,1476.0,795.0,1303.0,1351.0,4427.0,1506.0,5595.0,4260.0,920.0,6453.0,7881.0,5478.0,4520.0,4784.0,337.0,518.0,554.0,2707.0,92539.2,1169281.0,1638641.783506
sub-NDARBF851NH6,980.0,602.0,2593.0,1704.0,475.0,3165.0,4781.0,3644.0,1068.0,5101.0,2395.0,3504.0,1770.0,3429.0,574.0,1332.0,1298.0,691.0,1156.0,1739.0,4641.0,1258.0,5311.0,3703.0,634.0,5480.0,8582.0,5503.0,4100.0,4588.0,281.0,458.0,408.0,2688.0,89639.5,1061010.0,1486528.429188
sub-NDARBF911MLX,1150.0,671.0,2803.0,1586.0,458.0,3029.0,3990.0,3545.0,1014.0,5328.0,2297.0,3196.0,1852.0,3559.0,644.0,1521.0,1417.0,732.0,1327.0,1539.0,3417.0,1175.0,5045.0,3029.0,556.0,5406.0,8258.0,3938.0,4855.0,3786.0,287.0,434.0,624.0,2152.0,84619.4,1024746.0,1418995.290546
sub-NDARBF998MBA,1030.0,576.0,1918.0,1702.0,608.0,3155.0,4473.0,3689.0,1059.0,5498.0,2983.0,2878.0,1972.0,3417.0,670.0,1224.0,1720.0,745.0,1513.0,1581.0,4052.0,1185.0,4873.0,3831.0,638.0,5426.0,7201.0,4848.0,4133.0,3811.0,287.0,472.0,470.0,2735.0,86376.9,1145330.0,1509578.993354
sub-NDARBG073ZY4,1294.0,659.0,1892.0,1434.0,418.0,3442.0,4499.0,4079.0,1073.0,4662.0,2953.0,2771.0,1922.0,3844.0,724.0,1351.0,1899.0,770.0,1507.0,1343.0,3985.0,1295.0,4471.0,3539.0,944.0,5882.0,7216.0,4823.0,4768.0,4682.0,261.0,513.0,501.0,2545.0,87964.5,1195694.0,1652282.081206
sub-NDARBG188RA5,1025.0,535.0,2841.0,1749.0,435.0,3377.0,4893.0,3903.0,1287.0,5784.0,3255.0,3661.0,2086.0,3960.0,669.0,1329.0,1922.0,854.0,1549.0,1906.0,4300.0,1151.0,4943.0,4338.0,973.0,6807.0,7467.0,6731.0,4370.0,4152.0,303.0,512.0,410.0,2498.0,95975.9,1163744.0,1590532.348581
sub-NDARBG574KF4,1341.0,574.0,2598.0,1260.0,552.0,2907.0,5517.0,3721.0,1087.0,4413.0,2170.0,2571.0,1587.0,3501.0,670.0,1432.0,1659.0,717.0,1318.0,1273.0,4995.0,1226.0,5182.0,3710.0,830.0,5936.0,7523.0,5665.0,3844.0,4792.0,267.0,479.0,458.0,2101.0,87876.8,1084301.0,1601405.621618
sub-NDARBG605BAR,1077.0,553.0,2074.0,1518.0,571.0,3550.0,5063.0,3819.0,1122.0,5757.0,2885.0,3051.0,2050.0,3387.0,906.0,1407.0,1526.0,868.0,1569.0,1198.0,3958.0,1014.0,3917.0,4315.0,938.0,6567.0,7278.0,5726.0,4303.0,4215.0,334.0,490.0,488.0,2608.0,90102.6,1239947.0,1622433.925904
sub-NDARBG702FED,1180.0,657.0,1893.0,1525.0,508.0,3248.0,6146.0,4207.0,1314.0,6483.0,3161.0,3248.0,2365.0,4024.0,618.0,1343.0,1596.0,785.0,1364.0,1533.0,4538.0,1495.0,4805.0,4533.0,959.0,6955.0,7833.0,6911.0,4801.0,4331.0,299.0,519.0,521.0,2292.0,97988.4,1231870.0,1638070.674687
sub-NDARBG819PT9,1202.0,578.0,1812.0,1582.0,585.0,3057.0,4986.0,3097.0,905.0,6058.0,2247.0,2912.0,2001.0,3288.0,567.0,1419.0,1628.0,799.0,1509.0,1527.0,4309.0,1318.0,4324.0,3574.0,668.0,5954.0,6824.0,5052.0,4528.0,4768.0,324.0,429.0,484.0,2388.0,86703.8,1103265.0,1524394.340625
sub-NDARBH019KPD,1337.0,661.0,2526.0,1249.0,571.0,3419.0,4713.0,4321.0,1403.0,5888.0,2982.0,3640.0,1944.0,4652.0,755.0,1648.0,1691.0,825.0,1779.0,1596.0,4815.0,1546.0,6066.0,3685.0,999.0,6832.0,9025.0,5759.0,4784.0,4671.0,279.0,671.0,544.0,2585.0,99863.6,1245086.0,1696227.233227
sub-NDARBH133TK6,943.0,652.0,2257.0,1604.0,365.0,3504.0,4761.0,3395.0,1139.0,5574.0,2709.0,3219.0,2013.0,3132.0,660.0,1565.0,1708.0,623.0,1411.0,1468.0,4481.0,1243.0,5204.0,4407.0,815.0,5594.0,8162.0,5722.0,4465.0,4547.0,287.0,436.0,598.0,2914.0,91573.7,1174406.0,1629346.525099
sub-NDARBH228RDW,1233.0,466.0,1972.0,1380.0,366.0,3258.0,4299.0,2917.0,835.0,5178.0,2524.0,2980.0,1335.0,2967.0,651.0,1403.0,1541.0,655.0,1425.0,1373.0,4478.0,1097.0,5022.0,4007.0,556.0,4210.0,6628.0,5260.0,4406.0,4365.0,238.0,470.0,496.0,2013.0,82003.0,978557.0,1367792.362131
sub-NDARBH275EXT,1030.0,557.0,2184.0,1361.0,385.0,2902.0,3721.0,3364.0,1030.0,4096.0,2615.0,2344.0,1946.0,3278.0,662.0,1138.0,1582.0,771.0,1433.0,938.0,4198.0,1079.0,4563.0,4004.0,925.0,5288.0,7281.0,5436.0,4583.0,4723.0,272.0,383.0,523.0,2261.0,82862.2,1078519.0,1507664.029279
sub-NDARBH502NZ9,1153.0,541.0,1941.0,1489.0,410.0,3194.0,4875.0,3436.0,1083.0,5587.0,2732.0,2797.0,1977.0,3425.0,653.0,1382.0,1784.0,690.0,1603.0,1307.0,4449.0,1215.0,4160.0,4452.0,623.0,5747.0,7249.0,6289.0,4237.0,5265.0,347.0,449.0,561.0,2693.0,89793.9,1152259.13736,1546370.890843
sub-NDARBH512BHA,1042.0,574.0,2158.0,1744.0,647.0,3895.0,4708.0,4129.0,979.0,5660.0,3280.0,3165.0,2098.0,3340.0,651.0,1380.0,1588.0,928.0,1797.0,1584.0,4145.0,1187.0,4764.0,4622.0,958.0,7379.0,7820.0,6717.0,4324.0,5962.0,334.0,636.0,447.0,2719.0,97371.4,1136531.0,1539558.485967
sub-NDARBH992ARB,954.0,587.0,2206.0,1511.0,446.0,3159.0,3718.0,3615.0,951.0,5259.0,2783.0,3049.0,1874.0,3339.0,595.0,1105.0,1826.0,709.0,1570.0,1377.0,4211.0,1082.0,4971.0,4176.0,620.0,6541.0,7056.0,4879.0,4316.0,3794.0,269.0,499.0,551.0,2412.0,86007.6,1051186.0,1427408.883448
sub-NDARBJ159HXB,1094.0,651.0,3026.0,1472.0,501.0,3036.0,4409.0,2795.0,917.0,5276.0,2635.0,3097.0,1814.0,3005.0,717.0,1505.0,1746.0,559.0,1110.0,1686.0,4318.0,1150.0,4889.0,3784.0,827.0,6264.0,8432.0,6373.0,4155.0,4695.0,274.0,468.0,493.0,2530.0,89701.6,1033412.0,1479900.108059
sub-NDARBJ375VP4,1322.0,579.0,3051.0,1522.0,685.0,3800.0,5332.0,3566.0,1020.0,5277.0,2823.0,4227.0,2161.0,3433.0,768.0,1437.0,1727.0,871.0,1327.0,1601.0,5290.0,1124.0,6095.0,4285.0,928.0,5565.0,7859.0,7547.0,4573.0,5596.0,294.0,563.0,488.0,2258.0,98995.7,1225618.0,1727916.072411
sub-NDARBJ478HW5,1122.0,694.0,2141.0,1446.0,530.0,3015.0,4690.0,3455.0,1065.0,5383.0,2601.0,2498.0,1979.0,3052.0,599.0,1485.0,2001.0,765.0,1965.0,1460.0,4457.0,1154.0,5582.0,3522.0,770.0,6703.0,7253.0,5519.0,4513.0,5302.0,322.0,437.0,548.0,2377.0,90405.9,1128163.0,1504419.993431
sub-NDARBJ482HJL,934.0,622.0,1855.0,1810.0,496.0,2784.0,4729.0,2694.0,1023.0,5814.0,2579.0,3134.0,1699.0,2822.0,572.0,1288.0,1492.0,956.0,1576.0,1747.0,4718.0,1274.0,4670.0,2971.0,740.0,5789.0,6648.0,5297.0,4244.0,4586.0,307.0,428.0,479.0,2307.0,85085.5,1006495.0,1428516.145686
sub-NDARBJ674TVU,889.0,455.0,1875.0,1034.0,441.0,3333.0,4717.0,2625.0,969.0,4693.0,1934.0,2226.0,1533.0,2618.0,647.0,1234.0,1625.0,597.0,1448.0,1036.0,3871.0,1012.0,4539.0,3317.0,442.0,5642.0,5697.0,5868.0,3747.0,4187.0,291.0,486.0,447.0,2324.0,77799.1,952740.0,1376562.853515
sub-NDARBK032VNE,1448.0,776.0,2307.0,1821.0,402.0,4009.0,7077.0,4039.0,1441.0,6478.0,3006.0,4166.0,2056.0,4039.0,795.0,1468.0,1975.0,876.0,1526.0,1785.0,4583.0,1417.0,5488.0,4654.0,980.0,7889.0,7962.0,6326.0,5500.0,5951.0,348.0,557.0,505.0,2585.0,106236.0,1409724.0,1829995.425145
sub-NDARBK082PDD,1148.0,845.0,2782.0,1506.0,362.0,2621.0,4579.0,3193.0,1089.0,4992.0,2514.0,3182.0,2011.0,3644.0,579.0,1490.0,2162.0,732.0,1604.0,1496.0,4699.0,1556.0,5612.0,3637.0,959.0,5288.0,8719.0,5053.0,4833.0,4306.0,271.0,512.0,628.0,2448.0,91050.0,1146187.0,1622388.664736
sub-NDARBK106KRH,1239.0,837.0,3117.0,1346.0,789.0,3387.0,5370.0,4279.0,977.0,5118.0,3211.0,3427.0,2183.0,4166.0,728.0,1679.0,1650.0,793.0,1451.0,1305.0,5161.0,1526.0,5390.0,3537.0,930.0,7481.0,8739.0,5882.0,4565.0,5488.0,322.0,548.0,515.0,2404.0,99539.3,1175239.0,1585015.753406
sub-NDARBK194FF5,1100.0,701.0,1961.0,1629.0,606.0,3655.0,4903.0,3592.0,1206.0,5816.0,2845.0,3614.0,2024.0,3108.0,794.0,1349.0,2030.0,918.0,1618.0,1485.0,4447.0,1180.0,5639.0,4537.0,890.0,5515.0,8049.0,7061.0,4850.0,5595.0,300.0,666.0,525.0,2561.0,96775.4,1220105.0,1651450.887466
sub-NDARBK638HLZ,1186.0,613.0,2342.0,1308.0,466.0,3709.0,4294.0,3645.0,1077.0,5637.0,2786.0,2666.0,1698.0,3768.0,673.0,1728.0,1688.0,783.0,1288.0,1366.0,4623.0,1244.0,5470.0,4386.0,1114.0,6432.0,8389.0,5987.0,5046.0,4199.0,262.0,501.0,563.0,2908.0,93844.3,1130942.0,1540089.808329
sub-NDARBK669XJQ,999.0,509.0,1845.0,1436.0,532.0,3472.0,4604.0,3742.0,1022.0,5501.0,2574.0,3332.0,2077.0,3419.0,606.0,1352.0,1789.0,592.0,1407.0,1831.0,3966.0,1195.0,4359.0,4308.0,754.0,6491.0,8143.0,5239.0,4322.0,4044.0,382.0,488.0,472.0,2476.0,89279.9,1121588.0,1495735.915602
sub-NDARBK739HXR,1171.0,608.0,2704.0,1895.0,455.0,3279.0,4714.0,3302.0,1159.0,5106.0,3166.0,2813.0,2310.0,3561.0,671.0,1654.0,1491.0,974.0,1476.0,1418.0,4503.0,1288.0,5182.0,4181.0,992.0,6422.0,9459.0,6652.0,4984.0,6100.0,273.0,535.0,678.0,2636.0,97815.8,1238422.0,1751656.921816
sub-NDARBL042LWN,1059.0,609.0,2095.0,1541.0,466.0,2838.0,3982.0,3241.0,1125.0,3854.0,2663.0,2806.0,1748.0,3300.0,623.0,1365.0,1567.0,764.0,1331.0,1334.0,4332.0,1483.0,5635.0,4060.0,719.0,4798.0,6824.0,5853.0,4484.0,4589.0,337.0,470.0,492.0,2515.0,84899.2,1051707.0,1502421.806274
sub-NDARBL214YLX,1237.0,1020.0,2523.0,1728.0,469.0,3516.0,5921.0,3684.0,1318.0,6661.0,3140.0,3496.0,1829.0,4161.0,608.0,1734.0,1639.0,902.0,1743.0,1789.0,5183.0,1357.0,5723.0,4470.0,1154.0,7180.0,9121.0,6466.0,4640.0,5331.0,324.0,497.0,561.0,2543.0,103666.0,1253153.0,1697311.23489
sub-NDARBL216FX5,1392.0,662.0,2564.0,1647.0,554.0,3495.0,6537.0,3820.0,946.0,5837.0,3003.0,3135.0,1896.0,3750.0,763.0,1521.0,1498.0,879.0,1384.0,1160.0,4558.0,1275.0,6531.0,3900.0,958.0,5984.0,8235.0,6536.0,5152.0,4459.0,289.0,500.0,663.0,2494.0,97978.2,1245623.0,1685350.771262
sub-NDARBL242L4H,1589.0,738.0,2085.0,1271.0,434.0,2843.0,5100.0,3396.0,758.0,6278.0,2788.0,3103.0,1860.0,3706.0,732.0,2016.0,1894.0,847.0,1519.0,1299.0,4752.0,1392.0,5320.0,3486.0,893.0,5065.0,7691.0,5425.0,4252.0,4693.0,247.0,443.0,487.0,2471.0,90875.4,1125570.0,1548904.445726
sub-NDARBL444FBA,1273.0,728.0,2275.0,1775.0,416.0,3483.0,5100.0,4176.0,1236.0,6038.0,3016.0,4010.0,2223.0,3784.0,734.0,1266.0,2554.0,1007.0,2453.0,1787.0,2730.0,1270.0,4719.0,4222.0,908.0,8524.0,9264.0,4216.0,4493.0,2949.0,422.0,416.0,519.0,2588.0,96571.6,1161590.0,1605629.778522
sub-NDARBL532FPT,883.0,479.0,2121.0,1290.0,453.0,2819.0,3462.0,2947.0,829.0,4286.0,2206.0,2797.0,1749.0,2935.0,593.0,1287.0,1299.0,612.0,1204.0,1211.0,3901.0,1054.0,5294.0,3298.0,528.0,4787.0,6384.0,4767.0,4209.0,4345.0,254.0,463.0,439.0,2015.0,77199.6,1015637.0,1403644.153144
sub-NDARBL935ZUA,996.0,641.0,2507.0,1947.0,457.0,4095.0,5808.0,4344.0,1005.0,6773.0,2868.0,3800.0,2171.0,4004.0,708.0,1734.0,1827.0,872.0,1787.0,1797.0,5069.0,1468.0,5794.0,4774.0,998.0,7087.0,8763.0,7189.0,4962.0,4401.0,322.0,580.0,535.0,2836.0,104920.0,1259142.0,1742873.613296
sub-NDARBL990KHP,1261.0,680.0,2912.0,1607.0,495.0,3626.0,5475.0,4272.0,1198.0,6722.0,2842.0,3809.0,2054.0,4286.0,812.0,1688.0,2020.0,822.0,1334.0,1623.0,5535.0,1647.0,5850.0,4468.0,876.0,6488.0,8912.0,6420.0,4536.0,5057.0,359.0,468.0,465.0,2471.0,103089.0,1267621.0,1726972.567727
sub-NDARBM037ZM7,1070.0,609.0,2206.0,1183.0,420.0,2726.0,4673.0,3481.0,1182.0,5454.0,2227.0,2731.0,1574.0,3654.0,605.0,1251.0,1494.0,595.0,985.0,1295.0,4193.0,1262.0,4588.0,3864.0,588.0,4999.0,6207.0,5915.0,4036.0,3890.0,242.0,503.0,514.0,2079.0,82298.1,1040003.0,1468171.032706
sub-NDARBM173BJG,1021.0,500.0,2460.0,1585.0,465.0,3304.0,4085.0,3533.0,1109.0,5289.0,2845.0,2477.0,2147.0,3522.0,725.0,1541.0,1526.0,772.0,1184.0,1296.0,4824.0,1220.0,5850.0,3705.0,944.0,5889.0,9256.0,5119.0,5032.0,4176.0,242.0,525.0,533.0,2495.0,91200.1,1029672.0,1586121.397035
sub-NDARBM213BEA,1040.0,634.0,1987.0,1590.0,525.0,3195.0,4971.0,3993.0,916.0,5933.0,2591.0,3260.0,1888.0,3986.0,659.0,1566.0,2005.0,820.0,1553.0,1713.0,4481.0,1251.0,4695.0,4295.0,937.0,5672.0,6279.0,6358.0,3756.0,4190.0,345.0,623.0,447.0,2056.0,90214.9,1084115.0,1462357.226566
sub-NDARBM348NAN,1374.0,714.0,3577.0,1479.0,480.0,4088.0,6358.0,5123.0,1367.0,5997.0,2947.0,3210.0,2009.0,4770.0,839.0,1257.0,2047.0,889.0,1865.0,1362.0,4119.0,1440.0,5700.0,3938.0,970.0,7669.0,9942.0,4353.0,4743.0,3529.0,369.0,588.0,407.0,2777.0,102298.0,1379180.0,1903127.343501
sub-NDARBM370JCB,1100.0,832.0,2573.0,1355.0,490.0,3393.0,5221.0,3773.0,1169.0,4427.0,3091.0,2713.0,1932.0,3591.0,753.0,1338.0,1761.0,808.0,1354.0,1271.0,4043.0,1431.0,4925.0,4250.0,858.0,6132.0,8104.0,5939.0,5360.0,5363.0,270.0,591.0,521.0,2475.0,93206.0,1179520.0,1573808.092098
sub-NDARBM764KG0,906.0,476.0,2115.0,1432.0,477.0,2788.0,3471.0,2807.0,1020.0,4393.0,2412.0,2916.0,1609.0,3006.0,743.0,1164.0,1530.0,931.0,1804.0,1517.0,3957.0,1074.0,4714.0,3079.0,441.0,5245.0,6887.0,4452.0,3316.0,3120.0,244.0,522.0,432.0,2160.0,77160.3,1031529.0,1575340.396586
sub-NDARBM839WR5,1023.0,664.0,2509.0,1477.0,633.0,3210.0,5851.0,3740.0,1111.0,5093.0,2517.0,2993.0,1804.0,3024.0,676.0,1492.0,1582.0,679.0,1207.0,1443.0,4577.0,1277.0,5474.0,4413.0,654.0,6433.0,7623.0,6790.0,4599.0,4444.0,286.0,581.0,757.0,2755.0,93389.9,1143314.0,1608545.362351
sub-NDARBN100LCD,859.0,471.0,1829.0,1259.0,375.0,2599.0,5150.0,2925.0,924.0,4276.0,2043.0,2904.0,1522.0,2864.0,598.0,1327.0,1414.0,618.0,1154.0,1298.0,3649.0,1024.0,4196.0,4029.0,431.0,5006.0,5923.0,5734.0,3419.0,3279.0,292.0,423.0,401.0,1931.0,76146.2,954558.0,1311088.302892
sub-NDARBN264UNZ,802.0,813.0,1850.0,1421.0,389.0,2973.0,4181.0,3751.0,977.0,5653.0,2626.0,2946.0,1553.0,3450.0,576.0,1015.0,1555.0,669.0,1469.0,1199.0,3783.0,1206.0,4290.0,3537.0,781.0,5150.0,6150.0,4350.0,3919.0,3797.0,310.0,428.0,396.0,2628.0,80597.2,1049522.0,1417242.523825
sub-NDARBN365EV3,1773.0,837.0,3128.0,1748.0,559.0,3723.0,5390.0,4281.0,1407.0,5400.0,3436.0,3559.0,2710.0,4156.0,804.0,1505.0,2459.0,936.0,2119.0,1771.0,5181.0,1550.0,5733.0,5222.0,1156.0,9230.0,10208.0,7036.0,5713.0,5079.0,413.0,564.0,610.0,2563.0,111960.0,1362105.0,1810326.567196
sub-NDARBN620TT7,1249.0,786.0,2957.0,1462.0,658.0,3567.0,5421.0,3512.0,1170.0,5619.0,3092.0,3491.0,2089.0,3654.0,928.0,1191.0,1982.0,764.0,1327.0,1568.0,4224.0,1255.0,4936.0,4144.0,970.0,6420.0,7945.0,5730.0,4382.0,3976.0,355.0,518.0,420.0,2474.0,94236.8,1146125.0,1563133.461983
sub-NDARBN695TM7,900.0,507.0,1962.0,1660.0,425.0,2839.0,4327.0,2901.0,983.0,5294.0,2464.0,3036.0,1567.0,2960.0,580.0,1123.0,1613.0,589.0,1463.0,1671.0,4001.0,1070.0,4478.0,4255.0,649.0,4805.0,6072.0,5030.0,3745.0,3288.0,313.0,388.0,418.0,2246.0,79623.3,962344.0,1296849.812586
sub-NDARBP398JHL,1243.0,734.0,3280.0,1375.0,554.0,3981.0,5908.0,3633.0,1296.0,6269.0,3210.0,3028.0,2125.0,3947.0,824.0,1507.0,2149.0,737.0,1588.0,1177.0,4618.0,1362.0,5729.0,4290.0,995.0,6933.0,8972.0,5210.0,5455.0,5396.0,369.0,508.0,619.0,3124.0,102147.0,1224653.0,1723868.499977
sub-NDARBP516PXX,1240.0,815.0,1699.0,1039.0,499.0,3557.0,4617.0,3712.0,1121.0,5294.0,2298.0,3045.0,1776.0,3745.0,628.0,1257.0,1739.0,843.0,1373.0,991.0,4661.0,1319.0,4963.0,3779.0,682.0,4944.0,7316.0,6003.0,4731.0,4871.0,315.0,424.0,442.0,2501.0,88243.4,1165213.0,1674426.39127
sub-NDARBP527JWC,1009.0,799.0,2745.0,1451.0,614.0,4040.0,4817.0,4005.0,1091.0,5757.0,2877.0,3285.0,2062.0,3446.0,665.0,1294.0,2024.0,720.0,1725.0,1623.0,4583.0,1224.0,5197.0,4024.0,931.0,7091.0,8332.0,6082.0,4158.0,4172.0,335.0,539.0,417.0,3106.0,96238.2,1207882.0,1631507.559217
sub-NDARBP713ZWA,1132.0,515.0,2206.0,1374.0,542.0,2809.0,4571.0,2984.0,1165.0,4936.0,3026.0,2870.0,1957.0,3394.0,684.0,1317.0,1776.0,806.0,1503.0,1099.0,4221.0,1143.0,5102.0,3959.0,757.0,5543.0,7640.0,5314.0,4559.0,3312.0,265.0,536.0,517.0,2438.0,85971.6,1108021.0,1610041.866715
sub-NDARBP770MUM,1313.0,872.0,2505.0,2074.0,590.0,4184.0,6241.0,4459.0,1637.0,6935.0,3670.0,3587.0,2411.0,4413.0,895.0,1253.0,2431.0,1051.0,2203.0,1871.0,5004.0,1575.0,6012.0,4934.0,1138.0,8023.0,8878.0,7167.0,5006.0,4589.0,325.0,665.0,647.0,2782.0,111340.0,1387060.0,1882130.745729
sub-NDARBR128UFP,846.0,542.0,1882.0,1447.0,469.0,3259.0,4257.0,2793.0,860.0,5265.0,2495.0,2735.0,1644.0,2828.0,571.0,1207.0,1727.0,688.0,1067.0,1530.0,4311.0,1041.0,5023.0,3838.0,610.0,5588.0,6785.0,6229.0,3479.0,4385.0,292.0,537.0,369.0,1870.0,82472.0,960321.0,1408656.766107
