lh.aparc.area,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-NDARAA075AMK,953.0,613.0,2505.0,1430.0,446.0,3495.0,5481.0,4062.0,1146.0,5824.0,2827.0,2680.0,1993.0,3576.0,720.0,1466.0,1403.0,886.0,1435.0,1192.0,4674.0,1213.0,5362.0,3991.0,807.0,6717.0,8292.0,4935.0,4233.0,3441.0,321.0,520.0,438.0,2306.0,91386.3,1160787.0,1541168.960354
sub-NDARAA306NT2,857.0,575.0,1986.0,1244.0,467.0,2637.0,4100.0,2990.0,1038.0,4862.0,2459.0,3158.0,1625.0,2927.0,591.0,1173.0,1276.0,697.0,1301.0,1403.0,3721.0,1105.0,4084.0,3294.0,864.0,6051.0,6921.0,5033.0,3983.0,3692.0,310.0,472.0,379.0,2456.0,79729.7,971588.0,1386474.818292
sub-NDARAA396TWZ,969.0,575.0,2488.0,1711.0,404.0,3453.0,4622.0,4601.0,1064.0,5878.0,2719.0,3113.0,1925.0,4083.0,627.0,1463.0,1574.0,793.0,1226.0,1541.0,4343.0,1491.0,5656.0,3936.0,882.0,6115.0,8095.0,5395.0,5048.0,4841.0,289.0,569.0,531.0,2764.0,94784.5,1214091.0,1605523.615153
sub-NDARAA504CRN,1115.0,638.0,2160.0,1248.0,340.0,2902.0,4757.0,2971.0,1008.0,4946.0,2560.0,3180.0,1457.0,3128.0,556.0,1238.0,1619.0,673.0,1033.0,1468.0,4099.0,1265.0,4330.0,3653.0,769.0,5035.0,6315.0,5070.0,4111.0,3694.0,242.0,386.0,453.0,2161.0,80580.8,995297.0,1341521.870666
sub-NDARAA536PTU,1112.0,717.0,2917.0,1823.0,464.0,3435.0,4599.0,4331.0,1085.0,5295.0,2843.0,3729.0,2141.0,4110.0,722.0,1455.0,1711.0,794.0,1352.0,1895.0,5040.0,1335.0,5549.0,4076.0,1075.0,7122.0,8818.0,5083.0,5552.0,5411.0,305.0,548.0,551.0,2664.0,99657.9,1205728.0,1666859.877879
sub-NDARAA947ZG5,924.0,521.0,2422.0,1543.0,430.0,3266.0,4979.0,3219.0,1230.0,4871.0,2369.0,2954.0,1640.0,3514.0,679.0,1410.0,1520.0,569.0,1113.0,1563.0,3892.0,1167.0,4876.0,3625.0,640.0,4843.0,7583.0,5530.0,4607.0,4011.0,227.0,405.0,510.0,2422.0,85073.5,1122702.0,1584589.261499
sub-NDARAA948VFH,993.0,462.0,1888.0,1777.0,466.0,3333.0,4054.0,3152.0,1010.0,5647.0,2450.0,3341.0,1628.0,2939.0,616.0,1240.0,1497.0,704.0,1284.0,1584.0,4059.0,1137.0,4823.0,4142.0,548.0,5817.0,6206.0,5707.0,3885.0,3765.0,280.0,437.0,446.0,2182.0,83498.7,1015221.0,1390168.361524
sub-NDARAB055BPR,800.0,523.0,2120.0,1531.0,450.0,3114.0,4044.0,3419.0,1011.0,4620.0,2466.0,3511.0,1709.0,2916.0,787.0,1533.0,1476.0,659.0,1317.0,1666.0,4151.0,1126.0,5032.0,3651.0,630.0,4667.0,7004.0,5493.0,3991.0,4155.0,298.0,461.0,561.0,2514.0,83406.0,914263.0,1415822.253019
sub-NDARAB282FDJ,1148.0,703.0,2848.0,2129.0,473.0,3254.0,5235.0,4134.0,1223.0,6515.0,3439.0,3755.0,2471.0,4165.0,651.0,1539.0,1980.0,888.0,1595.0,2098.0,4298.0,1723.0,5907.0,4719.0,1055.0,6981.0,9500.0,6481.0,4619.0,4127.0,368.0,634.0,578.0,2576.0,103810.0,1268267.151189,1702362.391749
sub-NDARAB348EWR,1039.0,717.0,2421.0,1690.0,632.0,3632.0,5251.0,3553.0,1419.0,5790.0,2864.0,2969.0,2060.0,2929.0,796.0,1321.0,1950.0,844.0,1548.0,1284.0,4518.0,1307.0,5874.0,4888.0,947.0,5575.0,7851.0,6885.0,4001.0,4605.0,266.0,453.0,533.0,2394.0,94803.2,1180790.0,1626880.832815
sub-NDARAB458VK9,1251.0,870.0,2326.0,1451.0,538.0,3295.0,5263.0,4220.0,966.0,4850.0,3280.0,2618.0,2359.0,4147.0,640.0,1194.0,1443.0,792.0,1314.0,1203.0,4371.0,1328.0,4726.0,4363.0,1189.0,6110.0,8116.0,5688.0,4619.0,4407.0,355.0,517.0,442.0,2630.0,92879.8,1162184.0,1592137.582949
sub-NDARAB514MAJ,1439.0,975.0,2288.0,1403.0,1028.0,3824.0,6287.0,4844.0,1254.0,5569.0,2966.0,3119.0,2238.0,4169.0,857.0,1465.0,1823.0,985.0,1634.0,1473.0,5102.0,1601.0,5133.0,4509.0,1170.0,7867.0,8737.0,6424.0,4511.0,5888.0,383.0,615.0,441.0,2648.0,104673.0,1245816.0,1685202.523225
sub-NDARAB653ZXP,1077.0,681.0,2953.0,1672.0,635.0,4136.0,5168.0,3669.0,983.0,6128.0,3049.0,2850.0,2157.0,3411.0,692.0,1574.0,2067.0,866.0,1684.0,1310.0,4403.0,1457.0,5535.0,4387.0,1052.0,7195.0,9294.0,5204.0,5009.0,5045.0,337.0,547.0,613.0,2633.0,99469.2,1308976.0,1775143.037913
sub-NDARAB678VYW,1134.0,718.0,2861.0,1999.0,660.0,4459.0,5222.0,4249.0,1560.0,6882.0,3116.0,4092.0,2141.0,3770.0,763.0,1635.0,1925.0,788.0,1789.0,1968.0,4899.0,1578.0,5838.0,4113.0,1007.0,8117.0,9897.0,5671.0,5315.0,4622.0,366.0,542.0,774.0,2842.0,107320.0,1421311.0,1997216.757544
sub-NDARAB708LM5,1363.0,844.0,2212.0,2103.0,585.0,4064.0,5777.0,3898.0,1069.0,5878.0,3111.0,3451.0,2334.0,3548.0,771.0,1649.0,1300.0,962.0,1841.0,1872.0,5032.0,1194.0,6536.0,4030.0,985.0,7449.0,9745.0,5857.0,4951.0,4256.0,352.0,613.0,463.0,2532.0,102632.0,1349620.0,1826159.068643
sub-NDARAB756JDJ,1268.0,690.0,3271.0,1646.0,404.0,3642.0,5982.0,4328.0,1354.0,5826.0,3296.0,3179.0,2160.0,3840.0,860.0,1416.0,1357.0,973.0,1387.0,1477.0,4255.0,1206.0,5691.0,4690.0,689.0,7632.0,9107.0,6046.0,4889.0,4666.0,351.0,561.0,656.0,2538.0,101334.0,1231531.0,1688611.860434
sub-NDARAB977GFB,1388.0,507.0,2586.0,1558.0,439.0,2797.0,4274.0,2867.0,975.0,5046.0,2419.0,3202.0,1554.0,3462.0,600.0,1234.0,1660.0,605.0,1453.0,1566.0,2905.0,1051.0,4778.0,2919.0,736.0,5936.0,7986.0,3103.0,3710.0,2772.0,250.0,445.0,390.0,2297.0,79470.6,1005026.0,1368964.403724
sub-NDARAC296UCB,1158.0,601.0,2774.0,1468.0,451.0,3587.0,5880.0,4166.0,1197.0,5961.0,3246.0,3221.0,2147.0,4187.0,759.0,1396.0,2126.0,826.0,1408.0,1425.0,4774.0,1266.0,5484.0,4581.0,1064.0,6765.0,9137.0,5543.0,4601.0,4547.0,339.0,441.0,535.0,2539.0,99602.4,1294257.0,1796360.119417
sub-NDARAC331VEH,1051.0,1006.0,1897.0,2003.0,571.0,3539.0,5094.0,3575.0,1202.0,5717.0,3001.0,3384.0,1968.0,3387.0,755.0,1500.0,2037.0,860.0,1683.0,1708.0,3839.0,1377.0,4633.0,4182.0,1025.0,7038.0,7776.0,5459.0,4180.0,3616.0,310.0,599.0,471.0,2658.0,93099.6,1132880.0,1547490.371584
sub-NDARAC349YUC,1052.0,806.0,2464.0,1549.0,507.0,3979.0,6225.0,3789.0,1109.0,6269.0,3056.0,2875.0,2170.0,3719.0,791.0,1644.0,2266.0,839.0,1718.0,1346.0,4528.0,1400.0,5156.0,4489.0,868.0,7248.0,8665.0,6230.0,4567.0,4160.0,322.0,501.0,562.0,2547.0,99418.3,1179952.0,1659666.636312
sub-NDARAC350BZ0,1167.0,634.0,2734.0,1486.0,558.0,3118.0,5653.0,3802.0,854.0,5076.0,2692.0,2868.0,2046.0,3297.0,668.0,1507.0,1389.0,758.0,1075.0,1550.0,4258.0,1212.0,4713.0,3557.0,745.0,6030.0,8039.0,4860.0,4053.0,4570.0,270.0,524.0,458.0,2306.0,88525.3,1171620.0,1595588.015894
sub-NDARAC350XUM,1321.0,527.0,2438.0,1377.0,475.0,2864.0,5913.0,2958.0,1254.0,5297.0,2950.0,2823.0,1913.0,3843.0,672.0,1712.0,1737.0,992.0,2261.0,1139.0,4365.0,1248.0,5513.0,4426.0,683.0,7240.0,8026.0,7092.0,4465.0,5300.0,329.0,635.0,390.0,2577.0,96755.3,1196473.0,1757500.37791
sub-NDARAC462DZH,1021.0,632.0,2943.0,2223.0,523.0,3265.0,4918.0,3472.0,1256.0,5946.0,2240.0,3636.0,1985.0,3615.0,695.0,1321.0,1626.0,414.0,1024.0,2057.0,4538.0,1241.0,5572.0,3537.0,859.0,5138.0,7718.0,5009.0,4242.0,4280.0,329.0,563.0,668.0,2257.0,90764.3,1169603.0,1635700.981782
sub-NDARAC495TJ2,886.0,615.0,1715.0,1303.0,301.0,2690.0,3752.0,2738.0,936.0,4004.0,2251.0,2356.0,1730.0,2954.0,533.0,1252.0,1373.0,600.0,1137.0,1287.0,3571.0,1246.0,3943.0,3407.0,654.0,4763.0,5919.0,4842.0,3965.0,4610.0,281.0,461.0,510.0,2344.0,74933.1,991564.0,1377241.757036
sub-NDARAC589YMB,949.0,537.0,2174.0,1376.0,582.0,3398.0,4257.0,2958.0,1074.0,5665.0,2404.0,2898.0,1863.0,2860.0,694.0,1376.0,1502.0,812.0,1375.0,1422.0,3743.0,1160.0,4783.0,3617.0,627.0,4934.0,6701.0,5137.0,4063.0,3981.0,282.0,481.0,434.0,2317.0,82443.1,1112331.0,1524062.381606
sub-NDARAC688ZM5,1163.0,562.0,1747.0,1654.0,507.0,3583.0,4796.0,3402.0,957.0,5613.0,2234.0,2789.0,1847.0,2857.0,553.0,1385.0,1637.0,690.0,1182.0,1429.0,4447.0,1200.0,4728.0,3397.0,594.0,5294.0,6471.0,5662.0,3822.0,5369.0,299.0,446.0,439.0,2194.0,84949.1,1139080.0,1527800.599031
sub-NDARAC853CR6,1237.0,1006.0,3371.0,1647.0,602.0,3816.0,6087.0,4634.0,1104.0,5838.0,3506.0,3561.0,2269.0,4326.0,738.0,1629.0,1695.0,943.0,1675.0,1430.0,5411.0,1820.0,6024.0,4295.0,1062.0,7162.0,8787.0,6730.0,4895.0,4088.0,348.0,531.0,602.0,2482.0,105350.0,1332233.0,1777413.758288
sub-NDARAC857HDB,845.0,407.0,2144.0,1684.0,404.0,2513.0,4352.0,2717.0,1056.0,4673.0,1932.0,1954.0,1784.0,2638.0,541.0,1126.0,1739.0,665.0,1500.0,1409.0,3385.0,1082.0,4867.0,3596.0,469.0,4631.0,7205.0,5642.0,3716.0,3399.0,286.0,589.0,448.0,2254.0,77650.7,938081.0,1522853.34076
sub-NDARAD224CRB,1141.0,770.0,2312.0,1801.0,430.0,3433.0,4292.0,2803.0,1370.0,5906.0,3156.0,3771.0,2223.0,3301.0,744.0,1371.0,1865.0,922.0,1527.0,1760.0,4938.0,1622.0,4707.0,4361.0,829.0,6969.0,8353.0,7266.0,4765.0,4198.0,288.0,555.0,509.0,2746.0,97003.6,1223728.0,1686683.741044
sub-NDARAD232HVV,1568.0,705.0,2611.0,1658.0,334.0,3541.0,5497.0,3964.0,1032.0,5643.0,2794.0,3491.0,1589.0,4068.0,799.0,1860.0,1644.0,734.0,1366.0,1786.0,4856.0,1254.0,5654.0,4273.0,1035.0,6560.0,7654.0,6449.0,5020.0,5646.0,267.0,400.0,478.0,2845.0,99079.8,1084694.0,1640368.03983
sub-NDARAD256AHU,1026.0,565.0,1921.0,1719.0,568.0,3117.0,4159.0,3250.0,1034.0,4596.0,2636.0,3217.0,1782.0,3277.0,600.0,1220.0,1547.0,666.0,1367.0,1666.0,3700.0,1233.0,4397.0,3830.0,756.0,5190.0,6074.0,4887.0,3954.0,3672.0,245.0,485.0,419.0,2348.0,81125.1,1099007.262024,1466965.912393
sub-NDARAD269FZD,1388.0,489.0,2678.0,1750.0,512.0,3110.0,4777.0,3477.0,1336.0,6893.0,2886.0,3555.0,1810.0,3405.0,631.0,1328.0,1775.0,830.0,1908.0,1649.0,4541.0,1204.0,5322.0,4496.0,754.0,6632.0,8142.0,5450.0,4522.0,5202.0,297.0,510.0,478.0,2751.0,96489.2,1255414.0,1756676.296067
sub-NDARAD481FXF,968.0,619.0,2261.0,1823.0,595.0,3713.0,5264.0,3633.0,1155.0,5750.0,3084.0,3577.0,2186.0,3363.0,765.0,1447.0,2058.0,831.0,1602.0,1790.0,4583.0,1342.0,5688.0,4205.0,762.0,6293.0,8630.0,5801.0,4560.0,4398.0,319.0,484.0,563.0,2241.0,96352.8,1240114.0,1748957.203839
sub-NDARAD571FLB,450.0,381.0,2041.0,853.0,322.0,1869.0,2203.0,1848.0,574.0,2800.0,1549.0,1961.0,1311.0,1268.0,503.0,1034.0,1069.0,428.0,907.0,934.0,3061.0,688.0,3292.0,1958.0,365.0,3828.0,4863.0,3720.0,2820.0,2457.0,233.0,313.0,308.0,1534.0,53746.6,781612.0,1095174.53215
sub-NDARAD615WLJ,1378.0,943.0,2650.0,2196.0,673.0,4106.0,4798.0,3834.0,1648.0,7197.0,3526.0,3715.0,2359.0,4006.0,748.0,1574.0,2471.0,907.0,1874.0,1960.0,5725.0,1628.0,5586.0,5130.0,822.0,7583.0,9658.0,7909.0,5638.0,4916.0,362.0,662.0,637.0,2654.0,111476.0,1351111.0,1835417.395698
sub-NDARAD703XA2,1069.0,746.0,2117.0,1794.0,422.0,3543.0,4831.0,3873.0,1161.0,6132.0,2800.0,3619.0,1970.0,3784.0,682.0,1410.0,1678.0,801.0,1290.0,1491.0,4814.0,1303.0,5082.0,3635.0,698.0,5988.0,8122.0,6059.0,4571.0,4060.0,311.0,444.0,462.0,2184.0,92948.1,1127037.0,1556573.25579
sub-NDARAE012DGA,885.0,726.0,2282.0,1437.0,550.0,3696.0,5449.0,4226.0,966.0,5606.0,2871.0,2788.0,1911.0,3259.0,716.0,1478.0,1476.0,829.0,1431.0,1050.0,4705.0,1475.0,5107.0,4101.0,896.0,6815.0,7550.0,5373.0,3769.0,4231.0,306.0,499.0,472.0,2665.0,91596.3,1056117.0,1515474.038043
sub-NDARAE199TDD,1007.0,748.0,2302.0,1869.0,408.0,3518.0,5113.0,3270.0,1136.0,5748.0,3441.0,4210.0,2257.0,3403.0,519.0,1827.0,1610.0,805.0,1492.0,2025.0,5084.0,1450.0,5436.0,5277.0,804.0,7057.0,7622.0,6658.0,4037.0,5049.0,335.0,415.0,430.0,2278.0,98640.8,1161811.0,1568582.387561
sub-NDARAE270LEZ,1194.0,605.0,2122.0,1564.0,408.0,3528.0,4431.0,3352.0,1261.0,4904.0,2532.0,2703.0,1754.0,3177.0,699.0,1495.0,1540.0,791.0,1368.0,1288.0,4409.0,1303.0,5226.0,3523.0,888.0,6429.0,7902.0,5261.0,3787.0,3926.0,352.0,405.0,446.0,2626.0,87200.2,1173479.0,1674559.364992
sub-NDARAE358VBE,893.0,701.0,1736.0,2077.0,476.0,2972.0,4765.0,3491.0,849.0,5125.0,2370.0,3422.0,1571.0,2893.0,587.0,1191.0,1350.0,641.0,1136.0,1963.0,5019.0,1165.0,4665.0,3580.0,576.0,4596.0,6912.0,6622.0,3797.0,4053.0,307.0,456.0,427.0,2313.0,84697.5,991189.0,1400237.993664
sub-NDARAE540FCG,1020.0,580.0,2234.0,1282.0,529.0,3019.0,4612.0,3379.0,1061.0,5362.0,3032.0,2709.0,1896.0,3417.0,607.0,1594.0,1609.0,890.0,1347.0,1292.0,4123.0,1363.0,4774.0,3950.0,871.0,6503.0,7622.0,5584.0,4227.0,3732.0,355.0,509.0,505.0,2374.0,87965.4,1085057.0,1494748.14145
sub-NDARAE839XXL,1286.0,534.0,2474.0,1774.0,587.0,3763.0,5689.0,3680.0,1673.0,6646.0,2988.0,3985.0,1750.0,3467.0,660.0,1561.0,2454.0,870.0,1955.0,1925.0,4762.0,1634.0,5150.0,4436.0,844.0,6804.0,8216.0,6531.0,4479.0,4760.0,316.0,571.0,604.0,2655.0,101482.0,1261701.0,1812004.675676
sub-NDARAE854KGZ,969.0,525.0,2015.0,1395.0,517.0,2841.0,4411.0,3066.0,949.0,5143.0,2491.0,2931.0,1621.0,3109.0,674.0,1151.0,1356.0,610.0,1283.0,1581.0,3347.0,1219.0,4283.0,3431.0,624.0,5809.0,6310.0,4192.0,4314.0,3731.0,289.0,412.0,462.0,2586.0,79646.4,1028197.0,1445499.078132
sub-NDARAE877NER,1472.0,727.0,3067.0,1399.0,531.0,3259.0,6132.0,4276.0,1128.0,4368.0,2942.0,3105.0,2232.0,4009.0,739.0,1345.0,1912.0,769.0,1716.0,1306.0,4517.0,1507.0,5437.0,3969.0,861.0,6902.0,8265.0,6213.0,4441.0,5705.0,315.0,478.0,526.0,2446.0,98015.6,1195647.0,1589715.402626
sub-NDARAF440XWG,992.0,538.0,1658.0,1395.0,422.0,2894.0,4398.0,3025.0,1016.0,4776.0,2014.0,2979.0,1647.0,3116.0,543.0,1224.0,1466.0,495.0,1085.0,1311.0,3703.0,1302.0,4491.0,3785.0,742.0,3540.0,7117.0,5754.0,4199.0,3924.0,324.0,406.0,441.0,2458.0,79176.7,962741.0,1410696.862587
sub-NDARAF535XK6,1051.0,550.0,1537.0,1221.0,300.0,2801.0,4629.0,3224.0,948.0,4232.0,2497.0,3010.0,1622.0,3161.0,641.0,1156.0,1532.0,632.0,1438.0,1305.0,3369.0,1143.0,3989.0,3586.0,575.0,4946.0,6562.0,5195.0,3831.0,3660.0,243.0,398.0,430.0,2200.0,77615.8,952247.0,1346145.456652
sub-NDARAF628ND6,1119.0,503.0,2197.0,1483.0,451.0,3480.0,4256.0,3600.0,836.0,5616.0,2785.0,3154.0,1772.0,3440.0,553.0,1489.0,1530.0,721.0,1206.0,1564.0,4433.0,1409.0,4960.0,3389.0,651.0,5675.0,7443.0,4866.0,4203.0,4854.0,319.0,425.0,465.0,2356.0,87207.0,1091983.0,1500778.089389
sub-NDARAG115LZP,1290.0,678.0,2695.0,1871.0,553.0,3774.0,6799.0,3826.0,1178.0,5661.0,3078.0,3719.0,2062.0,4154.0,776.0,1603.0,2061.0,930.0,1628.0,1795.0,4362.0,1307.0,4793.0,3753.0,852.0,8206.0,8528.0,5371.0,4331.0,4176.0,339.0,476.0,467.0,2572.0,99665.1,1161416.0,1589577.625747
sub-NDARAG191AE8,1216.0,921.0,2577.0,1633.0,571.0,4317.0,5797.0,4719.0,1194.0,6776.0,3163.0,2886.0,2363.0,3886.0,755.0,1541.0,2142.0,908.0,1721.0,1387.0,5454.0,1526.0,5497.0,4075.0,1035.0,6723.0,7925.0,5798.0,4769.0,4813.0,324.0,460.0,484.0,2421.0,101778.0,1312897.0,1739973.907303
sub-NDARAG340ERT,1310.0,700.0,1943.0,1658.0,431.0,3631.0,6438.0,4498.0,1322.0,5311.0,2811.0,3490.0,2057.0,4151.0,848.0,1507.0,1828.0,759.0,1701.0,1529.0,4293.0,1605.0,5153.0,4482.0,850.0,7086.0,8531.0,6693.0,4676.0,4675.0,349.0,511.0,502.0,2452.0,99783.0,1349911.0,1863148.11715
sub-NDARAG429CGW,1533.0,669.0,2151.0,1646.0,501.0,3641.0,6005.0,3878.0,1255.0,5926.0,3316.0,3495.0,1934.0,4354.0,662.0,1337.0,1756.0,858.0,1531.0,1614.0,5101.0,1483.0,5036.0,4639.0,986.0,6779.0,7597.0,5434.0,5051.0,5499.0,303.0,552.0,593.0,2796.0,99911.5,1294881.0,1686633.953804
sub-NDARAG610XL4,883.0,468.0,1949.0,1379.0,446.0,2306.0,4223.0,2659.0,1145.0,4573.0,1648.0,2875.0,1256.0,2802.0,570.0,1149.0,1568.0,475.0,1221.0,1458.0,3769.0,1062.0,4564.0,3402.0,458.0,4521.0,5808.0,4703.0,3757.0,3146.0,224.0,418.0,471.0,1939.0,73293.9,930854.0,1374647.510011
sub-NDARAG644KE3,1050.0,607.0,2245.0,1527.0,461.0,3129.0,4789.0,3671.0,1180.0,5524.0,2456.0,3428.0,2030.0,3621.0,678.0,1449.0,1356.0,731.0,1138.0,1467.0,4657.0,1326.0,4720.0,4250.0,601.0,5354.0,6588.0,5308.0,4172.0,4101.0,277.0,502.0,449.0,2240.0,87082.6,1122797.0,1516667.303313
sub-NDARAG788YV9,950.0,752.0,2609.0,1434.0,429.0,3668.0,5056.0,4242.0,815.0,5607.0,3477.0,2955.0,2053.0,3585.0,796.0,1690.0,1978.0,906.0,1492.0,1259.0,4549.0,1036.0,5350.0,4687.0,1036.0,6924.0,8757.0,7236.0,5063.0,5695.0,374.0,577.0,673.0,2861.0,100570.0,1246140.0,1696625.226661
sub-NDARAG798WM7,1191.0,561.0,2383.0,1361.0,639.0,3072.0,5087.0,3814.0,1065.0,5025.0,2871.0,3300.0,1914.0,3709.0,683.0,1302.0,1881.0,709.0,1473.0,1262.0,4218.0,1307.0,4949.0,3992.0,796.0,6143.0,7505.0,6426.0,4826.0,5002.0,293.0,527.0,512.0,2540.0,92337.9,1148647.0,1577569.525325
sub-NDARAH129BMC,1622.0,821.0,2942.0,1632.0,566.0,3106.0,6158.0,4405.0,1184.0,5166.0,2848.0,3330.0,1854.0,4648.0,577.0,1409.0,2161.0,838.0,1670.0,1508.0,4751.0,1347.0,4980.0,4778.0,958.0,6437.0,8497.0,6356.0,5321.0,4645.0,301.0,573.0,642.0,2665.0,100700.0,1234379.0,1647616.514142
sub-NDARAH304ED7,1067.0,647.0,2252.0,1441.0,411.0,2368.0,3848.0,3276.0,998.0,4380.0,2571.0,2679.0,1736.0,2789.0,548.0,1266.0,1511.0,710.0,1295.0,1250.0,3994.0,1215.0,4798.0,3830.0,843.0,5406.0,7099.0,5033.0,4215.0,3978.0,335.0,438.0,528.0,2156.0,80913.6,1036224.0,1382466.520866
sub-NDARAH373VWM,894.0,715.0,2343.0,1682.0,531.0,2986.0,4167.0,3666.0,1031.0,4941.0,2708.0,2847.0,1965.0,3200.0,653.0,1383.0,1560.0,745.0,1402.0,1384.0,4043.0,1211.0,4975.0,3896.0,898.0,5263.0,7901.0,5208.0,4119.0,4022.0,261.0,485.0,542.0,2818.0,86447.1,1209916.0,1745544.499802
sub-NDARAH503YG1,1035.0,856.0,2356.0,2105.0,561.0,3392.0,4368.0,3507.0,1412.0,5529.0,3171.0,3791.0,1952.0,3617.0,676.0,1389.0,2076.0,839.0,1834.0,1633.0,4964.0,1414.0,5749.0,4094.0,969.0,6573.0,8420.0,6051.0,4826.0,5113.0,393.0,516.0,513.0,2750.0,98446.2,1198843.0,1655652.309665
sub-NDARAH793FBF,703.0,557.0,2604.0,1567.0,530.0,2795.0,4444.0,2848.0,1199.0,5098.0,2112.0,2912.0,1523.0,2996.0,609.0,1199.0,1765.0,648.0,1167.0,1268.0,4756.0,1093.0,5329.0,3560.0,644.0,5097.0,6484.0,5559.0,3754.0,3937.0,236.0,461.0,419.0,2469.0,82342.6,1077259.0,1582493.646449
sub-NDARAH948UF0,853.0,823.0,2495.0,1257.0,571.0,3451.0,6136.0,4320.0,1147.0,5170.0,3017.0,2764.0,1918.0,3583.0,788.0,1577.0,1259.0,864.0,1226.0,1027.0,3986.0,1463.0,4905.0,4435.0,1010.0,5587.0,7843.0,6465.0,3756.0,4750.0,256.0,447.0,443.0,2500.0,92092.1,1128606.0,1569024.558955
sub-NDARAH976BND,1186.0,677.0,2546.0,1573.0,428.0,3865.0,4598.0,3272.0,1167.0,5971.0,2892.0,3736.0,1877.0,3492.0,677.0,1302.0,2113.0,636.0,1709.0,1709.0,4498.0,1423.0,5590.0,3972.0,996.0,5392.0,8524.0,5654.0,5022.0,5396.0,300.0,343.0,582.0,2576.0,95691.9,1134968.0,1552255.798052
sub-NDARAJ182PTB,1424.0,694.0,2412.0,1601.0,498.0,3184.0,4446.0,3537.0,1255.0,5281.0,2565.0,3290.0,1933.0,3526.0,575.0,1322.0,1815.0,776.0,1473.0,1548.0,4663.0,1535.0,4863.0,3715.0,963.0,5525.0,7482.0,6333.0,4471.0,4799.0,317.0,431.0,490.0,2589.0,91327.2,1137409.0,1565937.434979
sub-NDARAJ366ZFA,1346.0,568.0,1945.0,1455.0,306.0,2811.0,4844.0,2923.0,1072.0,4621.0,2604.0,2740.0,1926.0,2956.0,637.0,1218.0,1281.0,780.0,1026.0,1130.0,4044.0,1109.0,4808.0,3418.0,685.0,5134.0,6628.0,5381.0,3870.0,3911.0,373.0,454.0,472.0,2026.0,80500.6,1008364.0,1414693.913744
sub-NDARAJ401AX3,682.0,466.0,1724.0,1344.0,411.0,2736.0,3911.0,3231.0,1023.0,4375.0,2394.0,2400.0,1887.0,2889.0,544.0,1303.0,1469.0,675.0,1350.0,1344.0,3498.0,1027.0,4287.0,3882.0,509.0,5385.0,7793.0,5098.0,3378.0,3358.0,337.0,453.0,375.0,2054.0,77594.7,957177.0,1322469.858346
sub-NDARAJ674WJT,1028.0,733.0,2382.0,1523.0,506.0,3545.0,5243.0,3530.0,1153.0,4703.0,3012.0,2842.0,2361.0,3860.0,677.0,1613.0,1859.0,805.0,1481.0,1527.0,4234.0,1525.0,5079.0,3605.0,1215.0,7875.0,8485.0,5377.0,4423.0,4460.0,367.0,538.0,482.0,2742.0,94796.4,1183561.0,1672889.376753
sub-NDARAJ689BVN,1084.0,638.0,2320.0,1894.0,503.0,3497.0,5630.0,3209.0,1110.0,6106.0,2533.0,2951.0,1954.0,3248.0,617.0,1424.0,1639.0,742.0,1284.0,1712.0,4832.0,1394.0,5140.0,4195.0,783.0,5492.0,8026.0,7704.0,4159.0,3923.0,305.0,472.0,588.0,2149.0,93258.2,1160134.0,1626843.258856
sub-NDARAJ977PRJ,1234.0,719.0,2409.0,1705.0,422.0,2788.0,5392.0,3367.0,1325.0,5535.0,2652.0,3532.0,1973.0,3798.0,581.0,1358.0,1529.0,854.0,1440.0,1519.0,4151.0,1441.0,4904.0,4393.0,1094.0,7513.0,7244.0,6618.0,4636.0,4369.0,337.0,381.0,493.0,2479.0,94186.4,1110426.0,1525417.000156
sub-NDARAK019ZR6,868.0,508.0,1924.0,2066.0,411.0,3373.0,5232.0,3091.0,1128.0,6884.0,2408.0,3763.0,1764.0,2980.0,635.0,1146.0,1743.0,787.0,1335.0,1866.0,4910.0,996.0,5234.0,3885.0,829.0,5781.0,6919.0,6355.0,4463.0,3942.0,252.0,482.0,557.0,2355.0,90867.5,1110243.0,1558840.847042
sub-NDARAK078LMR,732.0,599.0,1965.0,1858.0,571.0,2909.0,4399.0,3653.0,955.0,4995.0,2707.0,3250.0,1726.0,2988.0,630.0,1278.0,1509.0,737.0,1301.0,2184.0,3594.0,1169.0,4521.0,3905.0,869.0,5587.0,7704.0,5085.0,3642.0,3697.0,291.0,526.0,418.0,2583.0,84533.9,1078130.0,1528471.926891
